seqnames start end CI.start CI.end genoT filenames
chr10 49375469 49386235 49293696 49429687 wc-cc ERR2265697.mdup.bam.RData.18
chr11 4204035 4216940 2588875 4332338 wc-cc ERR2265697.mdup.bam.RData.19
chr11 65903326 65923131 65881532 65948889 cc-wc ERR2265697.mdup.bam.RData.20
chr11 125071884 125073116 125037595 125091593 wc-ww ERR2265697.mdup.bam.RData.21
chr12 128797682 128815139 128786990 128853309 ww-wc ERR2265697.mdup.bam.RData.22
chr14 60319562 60335732 60207730 60412333 wc-ww ERR2265697.mdup.bam.RData.23
chr16 46401646 46404442 46400088 46442207 wc-cc ERR2265697.mdup.bam.RData.24
chr17 38267613 38306245 37858552 38359260 cc-wc ERR2265697.mdup.bam.RData.25
chr18 60481237 60490492 60437451 60532110 cc-wc ERR2265697.mdup.bam.RData.26
chr20 4130785 4141786 4074686 4159483 wc-ww ERR2265697.mdup.bam.RData.27
chrX 98017854 98047537 98010940 98077512 wc-cc ERR2265697.mdup.bam.RData.28
chr1 91715155 91716716 91687029 91730742 ww-wc ERR2265698.mdup.bam.RData.1
chr2 100111276 100113605 100092159 100132330 ww-wc ERR2265698.mdup.bam.RData.2
chr2 118503431 118529302 118494267 118547401 wc-cc ERR2265698.mdup.bam.RData.3
chr2 188506914 188514374 188477250 188521771 cc-wc ERR2265698.mdup.bam.RData.4
chr3 103939831 103950379 103912449 104014557 cc-wc ERR2265698.mdup.bam.RData.5
chr3 165864530 165868381 165849859 166001894 wc-cc ERR2265698.mdup.bam.RData.6
chr4 160247179 160271151 160228421 160292053 ww-wc ERR2265698.mdup.bam.RData.7
chr5 68352883 68396274 68321783 68446714 wc-cc ERR2265698.mdup.bam.RData.8
chr5 96555115 96582067 96534160 96640115 cc-wc ERR2265698.mdup.bam.RData.9
chr5 150555152 150564363 150523169 150586411 wc-cc ERR2265698.mdup.bam.RData.10
chr6 25403484 25425167 25377587 25447134 wc-ww ERR2265698.mdup.bam.RData.11
chr6 58427571 58669557 58373950 60253227 ww-wc ERR2265698.mdup.bam.RData.12
chr6 60568766 60586003 60396015 84002960 wc-ww ERR2265698.mdup.bam.RData.13
chr7 109321687 109340176 109213249 109379433 wc-cc ERR2265698.mdup.bam.RData.14
chr8 8223163 8229201 7365902 8251468 wc-ww ERR2265698.mdup.bam.RData.15
chr8 27772193 27792177 27739673 27818311 ww-wc ERR2265698.mdup.bam.RData.16
chr10 61829308 61830426 61787577 61855427 cc-wc ERR2265698.mdup.bam.RData.17
chr10 120851771 120858600 120831236 120885259 wc-cc ERR2265698.mdup.bam.RData.18
chr11 65880151 65899272 65864433 66021692 ww-wc ERR2265698.mdup.bam.RData.19
chr12 120164289 120166985 120141899 120186873 ww-cc ERR2265698.mdup.bam.RData.20
chr16 31505135 33048828 31298394 34586882 wc-ww ERR2265698.mdup.bam.RData.21
chr16 46625157 46687748 46394874 46850056 ww-wc ERR2265698.mdup.bam.RData.22
chr18 51592257 51601906 51568838 51623291 ww-wc ERR2265698.mdup.bam.RData.23
chr20 43567702 43570312 43546261 43594911 wc-cc ERR2265698.mdup.bam.RData.24
chr22 24202728 24203595 24153666 24385953 cc-wc ERR2265698.mdup.bam.RData.25
chr1 19284046 19291636 19236796 19357334 wc-ww ERR2265699.mdup.bam.RData.1
chr1 189987065 189990360 189920906 190067001 ww-wc ERR2265699.mdup.bam.RData.2
chr2 74461498 74470905 74407674 74500697 wc-ww ERR2265699.mdup.bam.RData.3
chr2 101757060 101762038 101733563 102177151 ww-wc ERR2265699.mdup.bam.RData.4
chr3 136511130 136586413 136249095 136646679 cc-wc ERR2265699.mdup.bam.RData.5
chr4 18252157 18272664 18224427 18354980 ww-wc ERR2265699.mdup.bam.RData.6
chr5 67464675 67510282 67439151 67601553 cc-wc ERR2265699.mdup.bam.RData.7
chr6 126020479 126044845 125964809 126150296 wc-cc ERR2265699.mdup.bam.RData.8
chr10 18045649 18045853 18001361 18081795 ww-wc ERR2265699.mdup.bam.RData.9
chr11 129607870 129635763 129480652 129658943 wc-ww ERR2265699.mdup.bam.RData.10
chr12 5236917 5239586 5213336 5249013 wc-cc ERR2265699.mdup.bam.RData.11
chr15 61320332 61364371 61298797 61378984 wc-ww ERR2265699.mdup.bam.RData.12
chr1 30975080 30995011 30856091 31038688 wc-cc ERR2265700.mdup.bam.RData.1
chr1 226089391 226119799 226053015 226195709 cc-wc ERR2265700.mdup.bam.RData.2
chr2 176397524 176446894 176355195 176490233 wc-ww ERR2265700.mdup.bam.RData.3
chr2 186124330 186162900 186071717 186212644 ww-wc ERR2265700.mdup.bam.RData.4
chr7 128387675 128406562 128357655 128438905 cc-wc ERR2265700.mdup.bam.RData.5
chr9 26426137 26450260 26363792 26519654 wc-ww ERR2265700.mdup.bam.RData.6
chr9 39163461 39564556 39041830 40860441 ww-wc ERR2265700.mdup.bam.RData.7
chr11 5302406 5309065 4684638 5381925 cc-wc ERR2265700.mdup.bam.RData.8
chr13 95383917 95388525 95345304 95445229 wc-ww ERR2265700.mdup.bam.RData.9
chr14 39972384 39993707 39844029 40025451 ww-wc ERR2265700.mdup.bam.RData.10
chr17 31845051 31851017 31799495 32078403 cc-wc ERR2265700.mdup.bam.RData.11
chrX 94854879 94862711 94816419 94885302 wc-cc ERR2265700.mdup.bam.RData.12
chrX 150780862 150780865 150769229 152885212 cc-wc ERR2265700.mdup.bam.RData.13
chr1 22031822 22153522 21930039 22197809 wc-cc ERR2265701.mdup.bam.RData.1
chr1 75172857 75183055 75141648 75252644 cc-wc ERR2265701.mdup.bam.RData.2
chr1 232542678 232550079 232513300 232622459 wc-cc ERR2265701.mdup.bam.RData.3
chr2 34821572 34833739 34726847 34894254 wc-ww ERR2265701.mdup.bam.RData.4
chr2 101696697 101719199 101638952 101784033 ww-wc ERR2265701.mdup.bam.RData.5
chr2 120394885 120399495 120328989 120420070 wc-ww ERR2265701.mdup.bam.RData.6
chr3 82435585 82445761 82353990 82458558 wc-ww ERR2265701.mdup.bam.RData.7
chr3 193780160 193780688 193745359 193859141 ww-wc ERR2265701.mdup.bam.RData.8
chr4 47887289 47919346 47831192 48004741 wc-ww ERR2265701.mdup.bam.RData.9
chr5 28153184 28164696 28080708 28173377 cc-wc ERR2265701.mdup.bam.RData.10
chr6 53134519 53156375 53094614 53229142 wc-cc ERR2265701.mdup.bam.RData.11
chr7 144255732 144385492 144182959 144403184 wc-cc ERR2265701.mdup.bam.RData.12
chr8 22360750 22386206 22301485 22485475 cc-wc ERR2265701.mdup.bam.RData.13
chr8 84182630 84197582 84115267 84226222 wc-cc ERR2265701.mdup.bam.RData.14
chr9 64991452 65050755 64561039 65072889 wc-ww ERR2265701.mdup.bam.RData.15
chr9 86451975 86479599 86357612 86577359 ww-wc ERR2265701.mdup.bam.RData.16
chr10 39580062 39599480 39514918 40131483 wc-ww ERR2265701.mdup.bam.RData.17
chr10 49065257 49072612 49023974 49092973 ww-wc ERR2265701.mdup.bam.RData.18
chr12 118072140 118076529 117921666 118137222 wc-cc ERR2265701.mdup.bam.RData.19
chr13 40627907 40645355 40553578 40681349 wc-ww ERR2265701.mdup.bam.RData.20
chr17 26940025 27422758 26885745 27433196 wc-cc ERR2265701.mdup.bam.RData.21
chr18 60336969 60360614 60255457 60385686 ww-wc ERR2265701.mdup.bam.RData.22
chrX 140744040 141052330 140705010 141168096 ww-wc ERR2265701.mdup.bam.RData.23
chrX 141469532 142217033 141438679 142244061 wc-ww ERR2265701.mdup.bam.RData.24
chr1 166394075 166407707 166297933 166504883 cc-wc ERR2265702.mdup.bam.RData.1
chr2 152597665 152632791 152531214 152672567 wc-ww ERR2265702.mdup.bam.RData.2
chr2 214543990 214547784 214474401 214624445 ww-wc ERR2265702.mdup.bam.RData.3
chr3 168897515 168948006 168745665 169223248 cc-wc ERR2265702.mdup.bam.RData.4
chr4 49062709 49104523 48933483 49140588 cc-wc ERR2265702.mdup.bam.RData.5
chr4 49656864 49657563 49107424 52099091 wc-cc ERR2265702.mdup.bam.RData.6
chr4 55393671 55438399 55218541 55549971 cc-wc ERR2265702.mdup.bam.RData.7
chr9 127948298 127950276 127752746 128040470 wc-cc ERR2265702.mdup.bam.RData.8
chr11 20112902 20161397 19919273 20194069 wc-cc ERR2265702.mdup.bam.RData.9
chr14 92365872 92481151 92313276 94966239 wc-cc ERR2265702.mdup.bam.RData.10
chr22 34762272 34792679 34644006 34921607 wc-cc ERR2265702.mdup.bam.RData.11
chr1 66880992 66997051 66718507 67065806 ww-wc ERR2265703.mdup.bam.RData.1
chr1 205236750 205247497 205126784 205368884 wc-ww ERR2265703.mdup.bam.RData.2
chr2 30447553 30566095 30336087 30655610 cc-wc ERR2265703.mdup.bam.RData.3
chr3 70383834 70386711 70261585 70559938 cc-wc ERR2265703.mdup.bam.RData.4
chr4 49711563 50932556 49642917 51844832 wc-ww ERR2265703.mdup.bam.RData.5
chr6 25190074 25209642 25072289 25356735 ww-wc ERR2265703.mdup.bam.RData.6
chr13 101426833 101602139 101343434 101845495 ww-wc ERR2265703.mdup.bam.RData.7
chr1 156377237 156417562 156364508 156450807 ww-cc ERR2265704.mdup.bam.RData.1
chr1 204139829 204150316 204092413 204201061 cc-wc ERR2265704.mdup.bam.RData.2
chr4 24680580 24682932 24513561 24721187 wc-cc ERR2265704.mdup.bam.RData.3
chr4 38180537 38225438 38156254 38317441 cc-wc ERR2265704.mdup.bam.RData.4
chr5 103184264 103213302 103060077 103291831 wc-ww ERR2265704.mdup.bam.RData.5
chr5 129276249 129278013 129187812 129440856 ww-wc ERR2265704.mdup.bam.RData.6
chr6 33864517 33867781 33791060 33890638 wc-cc ERR2265704.mdup.bam.RData.7
chr6 95469316 95489478 95342675 95714824 cc-wc ERR2265704.mdup.bam.RData.8
chr6 155679122 155693525 155646076 155850597 wc-ww ERR2265704.mdup.bam.RData.9
chr8 136247579 136283768 136153849 136357985 wc-ww ERR2265704.mdup.bam.RData.10
chr9 39738030 40033174 39075997 40587176 cc-wc ERR2265704.mdup.bam.RData.11
chr9 61725691 61981140 40970636 68605775 wc-cc ERR2265704.mdup.bam.RData.12
chr9 69647438 69657500 69616537 69776454 cc-wc ERR2265704.mdup.bam.RData.13
chr11 65890335 65899479 65842091 65945667 cc-wc ERR2265704.mdup.bam.RData.14
chr13 106491557 106520477 106187605 106602615 wc-ww ERR2265704.mdup.bam.RData.15
chr15 63112702 63134645 63074150 63149533 cc-wc ERR2265704.mdup.bam.RData.16
chr16 30069571 31446796 29797376 34589537 cc-ww ERR2265704.mdup.bam.RData.17
chr16 46401645 47593053 46400123 47820563 ww-cc ERR2265704.mdup.bam.RData.18
chr18 58097427 58100411 58009680 58158328 wc-ww ERR2265704.mdup.bam.RData.19
chr20 6271116 6299561 2705251 6327593 cc-wc ERR2265704.mdup.bam.RData.20
chr1 199616587 199645183 199464312 199706620 wc-ww ERR2265705.mdup.bam.RData.1
chr1 231610739 231651050 231528421 231698280 ww-wc ERR2265705.mdup.bam.RData.2
chr2 151310941 151389261 151237771 151471755 ww-wc ERR2265705.mdup.bam.RData.3
chr3 118207049 118218317 118089249 118310447 ww-wc ERR2265705.mdup.bam.RData.4
chr4 12618073 12698225 12588455 12744365 ww-wc ERR2265705.mdup.bam.RData.5
chr4 128857198 128905329 128751308 128981736 wc-ww ERR2265705.mdup.bam.RData.6
chr5 42491505 42511039 42425029 42721720 ww-wc ERR2265705.mdup.bam.RData.7
chr6 144808686 144824771 144678992 144902310 wc-cc ERR2265705.mdup.bam.RData.8
chr11 52057660 52187281 50755854 54618416 wc-cc ERR2265705.mdup.bam.RData.9
chr12 105000697 105078738 104911836 105205937 cc-wc ERR2265705.mdup.bam.RData.10
chr17 59674845 59727776 59518063 59849767 cc-wc ERR2265705.mdup.bam.RData.11
chr18 70038096 70152085 69916984 75668387 wc-cc ERR2265705.mdup.bam.RData.12
chrX 24234863 24247467 24203655 24276548 wc-cc ERR2265705.mdup.bam.RData.13
chr1 8361527 8362541 8326276 8405177 ww-wc ERR2265706.mdup.bam.RData.1
chr1 98537940 98568674 98364669 98653368 wc-cc ERR2265706.mdup.bam.RData.2
chr2 82165320 82168937 82078756 82235811 ww-wc ERR2265706.mdup.bam.RData.3
chr2 130913405 130914374 130776820 130947486 wc-cc ERR2265706.mdup.bam.RData.4
chr2 175967622 175981683 175890224 176002705 cc-wc ERR2265706.mdup.bam.RData.5
chr3 36348291 36377289 36337732 36432214 wc-ww ERR2265706.mdup.bam.RData.6
chr4 113910966 113911359 113850935 113935282 cc-wc ERR2265706.mdup.bam.RData.7
chr5 75483495 75507610 75435643 75546372 wc-cc ERR2265706.mdup.bam.RData.8
chr5 141843819 141863384 141808039 141930077 cc-wc ERR2265706.mdup.bam.RData.9
chr5 168166583 168169060 168104486 168183789 wc-cc ERR2265706.mdup.bam.RData.10
chr8 38830498 38834081 38822998 38877959 cc-wc ERR2265706.mdup.bam.RData.11
chr8 121252785 121344800 121137627 121379195 wc-cc ERR2265706.mdup.bam.RData.12
chr9 7511907 7544876 7343263 7590186 wc-ww ERR2265706.mdup.bam.RData.13
chr10 86616867 86649684 86553826 86721287 ww-wc ERR2265706.mdup.bam.RData.14
chr11 88748524 88750568 88634612 88810997 ww-wc ERR2265706.mdup.bam.RData.15
chr11 126920940 126950567 126904171 126981469 wc-cc ERR2265706.mdup.bam.RData.16
chr12 27356135 27384091 27279327 27447124 wc-ww ERR2265706.mdup.bam.RData.17
chr16 30975725 34067427 30784823 34588076 cc-ww ERR2265706.mdup.bam.RData.18
chr16 46401633 47688785 46400111 47834539 ww-cc ERR2265706.mdup.bam.RData.19
chr17 43570080 43629799 43543659 43658239 cc-wc ERR2265706.mdup.bam.RData.20
chr20 11986514 12043780 11958158 12083222 wc-cc ERR2265706.mdup.bam.RData.21
chrX 72550325 72550539 72462801 72576533 wc-ww ERR2265706.mdup.bam.RData.22
chrX 128681819 128705488 128651740 128780780 ww-wc ERR2265706.mdup.bam.RData.23
chr1 15169282 15182538 15101696 15250151 wc-ww ERR2265707.mdup.bam.RData.1
chr1 67684386 67698711 67646370 67728893 ww-wc ERR2265707.mdup.bam.RData.2
chr2 106751237 106751437 106707570 106855439 cc-wc ERR2265707.mdup.bam.RData.3
chr3 102240880 102240937 102155361 102315738 wc-ww ERR2265707.mdup.bam.RData.4
chr3 119788099 119816112 119706365 119845735 ww-wc ERR2265707.mdup.bam.RData.5
chr5 13345944 13355641 13293034 13409839 cc-wc ERR2265707.mdup.bam.RData.6
chr6 40450658 40475694 40403542 40493068 wc-ww ERR2265707.mdup.bam.RData.7
chr6 99613053 99621356 99468033 99668552 ww-wc ERR2265707.mdup.bam.RData.8
chr6 151683254 151699382 151661324 151775208 wc-ww ERR2265707.mdup.bam.RData.9
chr7 150427658 150444607 150318889 150506923 wc-cc ERR2265707.mdup.bam.RData.10
chr12 102476838 102501549 102451670 102520837 wc-ww ERR2265707.mdup.bam.RData.11
chr13 80219618 80245481 80186043 80290294 cc-wc ERR2265707.mdup.bam.RData.12
chr14 25780040 25804263 22752844 25906041 ww-wc ERR2265707.mdup.bam.RData.13
chr15 41341976 41411222 41305465 41525181 ww-wc ERR2265707.mdup.bam.RData.14
chr22 22941359 22944983 22265000 22975930 cc-wc ERR2265707.mdup.bam.RData.15
chr2 75986344 76001889 75879041 76044917 wc-cc ERR2265708.mdup.bam.RData.1
chr2 128035583 128054825 127950004 128196363 cc-wc ERR2265708.mdup.bam.RData.2
chr3 36338497 36351971 35880690 36407873 cc-wc ERR2265708.mdup.bam.RData.3
chr4 13470519 13491678 13409805 13537627 cc-wc ERR2265708.mdup.bam.RData.4
chr7 24748542 24761086 24710083 24804953 wc-cc ERR2265708.mdup.bam.RData.5
chr7 91696844 91727944 91659040 91758271 cc-wc ERR2265708.mdup.bam.RData.6
chr10 83490749 83501060 83228755 83541730 wc-ww ERR2265708.mdup.bam.RData.7
chr13 29108232 29114610 29069468 29170170 wc-cc ERR2265708.mdup.bam.RData.8
chr14 55452337 55486302 55359223 55534732 cc-wc ERR2265708.mdup.bam.RData.9
chr15 72553744 72579251 72528256 72616167 wc-cc ERR2265708.mdup.bam.RData.10
chr20 5640118 5648119 5466980 5669301 wc-ww ERR2265708.mdup.bam.RData.11
chr21 41094435 41096238 41039604 43676498 wc-cc ERR2265708.mdup.bam.RData.12
chrX 53331764 53356054 53208334 53396357 wc-ww ERR2265708.mdup.bam.RData.13
chrX 121054222 121109023 121004492 121200051 ww-wc ERR2265708.mdup.bam.RData.14
chr1 124802167 124954389 124592851 125004445 wc-cc ERR2265709.mdup.bam.RData.1
chr1 143268821 143271939 143227868 148985900 cc-ww ERR2265709.mdup.bam.RData.2
chr1 148919500 148985850 148009909 149845096 ww-cc ERR2265709.mdup.bam.RData.3
chr2 59411401 59432570 59339237 59500365 ww-wc ERR2265709.mdup.bam.RData.4
chr2 137401389 137443239 137359300 137532915 wc-cc ERR2265709.mdup.bam.RData.5
chr3 84961629 84988101 84884989 85255215 wc-ww ERR2265709.mdup.bam.RData.6
chr3 97539818 97561113 89956550 97595125 ww-wc ERR2265709.mdup.bam.RData.7
chr4 152904348 152935407 152816572 153020079 cc-wc ERR2265709.mdup.bam.RData.8
chr5 114766965 114780974 114711265 114885448 ww-wc ERR2265709.mdup.bam.RData.9
chr7 17753389 17777324 17683646 17819056 wc-ww ERR2265709.mdup.bam.RData.10
chr8 33144725 33161981 33047677 33293828 cc-wc ERR2265709.mdup.bam.RData.11
chr9 66078856 66714179 65499702 67411417 wc-ww ERR2265709.mdup.bam.RData.12
chr9 91933644 91935692 91878866 92077816 ww-wc ERR2265709.mdup.bam.RData.13
chr10 47164959 47181246 47094702 47246680 ww-wc ERR2265709.mdup.bam.RData.14
chr11 86993307 87016268 86956641 87046827 cc-wc ERR2265709.mdup.bam.RData.15
chr12 118259663 118283160 118216400 118317094 wc-ww ERR2265709.mdup.bam.RData.16
chr14 38770577 38782272 38624597 38833855 cc-wc ERR2265709.mdup.bam.RData.17
chr15 29895527 29898219 27599955 29989476 ww-wc ERR2265709.mdup.bam.RData.18
chr18 23687814 23691193 23661236 23755032 cc-wc ERR2265709.mdup.bam.RData.19
chrX 55133006 55134252 55053227 55165979 wc-ww ERR2265709.mdup.bam.RData.20
chr1 197342335 197354395 197202234 197489366 wc-ww ERR2265710.mdup.bam.RData.1
chr1 225462855 225475079 225395415 225677628 ww-wc ERR2265710.mdup.bam.RData.2
chr2 18142434 18161095 18071024 18209293 cc-wc ERR2265710.mdup.bam.RData.3
chr2 36586891 36646504 36371229 36748251 wc-ww ERR2265710.mdup.bam.RData.4
chr3 173955517 173957736 173738685 174025820 wc-ww ERR2265710.mdup.bam.RData.5
chr6 42474567 42484026 42356152 42530574 wc-ww ERR2265710.mdup.bam.RData.6
chr6 56345636 56371633 56271874 56454768 ww-wc ERR2265710.mdup.bam.RData.7
chr10 103790831 103802348 103715580 103931424 cc-wc ERR2265710.mdup.bam.RData.8
chr11 65901997 65908015 65824157 66037366 cc-wc ERR2265710.mdup.bam.RData.9
chr14 55285943 55301840 55230878 55411596 wc-ww ERR2265710.mdup.bam.RData.10
chr14 55548289 55715966 43288535 55929089 ww-wc ERR2265710.mdup.bam.RData.11
chr15 76085676 76150919 76035807 76197782 ww-wc ERR2265710.mdup.bam.RData.12
chrX 105289201 105295496 105235264 105401064 cc-wc ERR2265710.mdup.bam.RData.13
