seqnames start end CI.start CI.end genoT filenames
chr10 84845701 84885843 84121176 107235141 cc-wc ERR2268555_.trimmed.mdup.bam.RData
chr4 89756977 90057122 88102114 90700647 wc-cc ERR2268557_.trimmed.mdup.bam.RData.1
chr6 117528670 117566370 116761049 119414774 wc-ww ERR2268557_.trimmed.mdup.bam.RData.2
chr3 90132285 90456137 89657028 94214010 wc-ww ERR2268562_.trimmed.mdup.bam.RData
chr3 106181520 106255947 104821844 106956510 ww-wc ERR2268563_.trimmed.mdup.bam.RData.1
chr8 87089094 87102468 85935393 118956293 wc-ww ERR2268563_.trimmed.mdup.bam.RData.2
chr1 98650223 99475796 96837930 101039970 ww-wc ERR2268564_.trimmed.mdup.bam.RData
chr9 74825698 74882411 71424733 75037708 ww-wc ERR2268565_.trimmed.mdup.bam.RData
chr3 97085451 97252887 95136863 98015682 cc-wc ERR2268566_.trimmed.mdup.bam.RData.1
chr7 80865571 80890049 80400187 107844676 ww-wc ERR2268566_.trimmed.mdup.bam.RData.2
chr6 82297309 84240472 70716329 84631053 wc-cc ERR2268567_.trimmed.mdup.bam.RData
chr3 128026098 128136877 127391378 159267824 cc-wc ERR2268568_.trimmed.mdup.bam.RData.1
chr5 111293198 111499009 109602026 112975136 wc-ww ERR2268568_.trimmed.mdup.bam.RData.2
chr2 158834559 158864307 157887293 160350792 wc-ww ERR2268569_.trimmed.mdup.bam.RData
chr3 73351764 73355298 72735080 74847894 ww-wc ERR2268570_.trimmed.mdup.bam.RData.1
chr3 75610194 75888963 49102 77159571 wc-ww ERR2268570_.trimmed.mdup.bam.RData.2
chr6 105890326 106323806 105473838 106998698 ww-wc ERR2268574_.trimmed.mdup.bam.RData
chr4 58281589 58345806 57744386 59048688 ww-wc ERR2268575_.trimmed.mdup.bam.RData
chr5 92924050 93162488 92357834 93484922 cc-wc ERR2268580_.trimmed.mdup.bam.RData
chr3 91347048 93728552 90132410 94396061 wc-ww ERR2268583_.trimmed.mdup.bam.RData.1
chr4 82557603 82686930 82046573 83035943 wc-ww ERR2268583_.trimmed.mdup.bam.RData.2
chr4 83376147 83506120 102977 84901885 ww-wc ERR2268583_.trimmed.mdup.bam.RData.3
chr1 148327562 150645334 146002183 151473700 wc-ww ERR2268585_.trimmed.mdup.bam.RData
chr2 200074432 200079852 199757026 204906310 wc-cc ERR2268586_.trimmed.mdup.bam.RData.1
chr3 42176200 42241563 21678218 42598502 ww-wc ERR2268586_.trimmed.mdup.bam.RData.2
chr4 78569721 78652265 57691496 79697884 ww-wc ERR2268588_.trimmed.mdup.bam.RData
chr1 151448915 151583473 145964684 152051160 wc-ww ERR2268589_.trimmed.mdup.bam.RData.1
chr4 108989770 109107593 108433168 118061387 ww-wc ERR2268589_.trimmed.mdup.bam.RData.2
chr5 113268225 113310917 112842803 128632012 cc-wc ERR2268589_.trimmed.mdup.bam.RData.3
chr4 82697532 82999924 81742607 83611427 ww-wc ERR2268592_.trimmed.mdup.bam.RData
chr6 91565107 91636253 90541314 146767806 cc-wc ERR2268593_.trimmed.mdup.bam.RData.1
chr7 55180695 55235466 43857312 55598026 wc-ww ERR2268593_.trimmed.mdup.bam.RData.2
chr8 67562494 68586417 48686400 69262143 cc-wc ERR2268593_.trimmed.mdup.bam.RData.3
chr2 61370324 61640800 54390496 62021733 ww-wc ERR2268594_.trimmed.mdup.bam.RData
chr4 108440246 108442470 107618554 130909856 wc-ww ERR2268595_.trimmed.mdup.bam.RData.1
chr6 71519424 71944276 35054000 72443173 wc-cc ERR2268595_.trimmed.mdup.bam.RData.2
chr8 80523893 80705377 79770117 85098165 wc-cc ERR2268595_.trimmed.mdup.bam.RData.3
chr1 89756957 89775968 41074161 90807601 wc-cc ERR2268597_.trimmed.mdup.bam.RData.1
chr2 113248250 113870670 112843504 115192573 ww-wc ERR2268597_.trimmed.mdup.bam.RData.2
chr12 58174195 58189799 20288047 58576491 ww-wc ERR2268599_.trimmed.mdup.bam.RData
chr2 104498570 104592065 102662875 105962607 wc-cc ERR2268602_.trimmed.mdup.bam.RData
chr1 96775420 97464396 96615304 98107919 wc-cc ERR2268603_.trimmed.mdup.bam.RData.1
chr3 96134877 96322268 95109119 97849057 ww-wc ERR2268603_.trimmed.mdup.bam.RData.2
chr7 82002396 82316190 81373834 83070037 ww-cc ERR2268603_.trimmed.mdup.bam.RData.3
chr10 72436656 72594152 30765782 73436217 wc-cc ERR2268603_.trimmed.mdup.bam.RData.4
chr1 120566868 122340053 119754547 124220556 ww-wc ERR2268604_.trimmed.mdup.bam.RData.1
chr4 93092923 93191998 62940542 95351930 cc-wc ERR2268604_.trimmed.mdup.bam.RData.2
chr4 28044427 28046163 16072778 28233221 wc-cc ERR2268607_.trimmed.mdup.bam.RData
chr9 77674873 77767287 37338974 78109956 ww-wc ERR2268608_.trimmed.mdup.bam.RData
chr6 91855080 91877527 90635112 98025910 wc-ww ERR2268611_.trimmed.mdup.bam.RData
chr3 136893016 137045777 135959560 171721148 cc-wc ERR2268612_.trimmed.mdup.bam.RData
chr3 139559374 139649199 139088320 170732159 ww-wc ERR2268613_.trimmed.mdup.bam.RData.1
chr5 122083905 122159161 121822775 136637306 wc-ww ERR2268613_.trimmed.mdup.bam.RData.2
chr6 94258989 94372373 93109728 94943089 wc-cc ERR2268613_.trimmed.mdup.bam.RData.3
chr3 86906073 91001954 84976859 93723959 cc-ww ERR2268614_.trimmed.mdup.bam.RData.1
chr3 93470797 113347689 91357149 116591604 ww-cc ERR2268614_.trimmed.mdup.bam.RData.2
chr4 74584353 74645476 63088199 75259076 ww-wc ERR2268614_.trimmed.mdup.bam.RData.3
chr1 49065687 49066584 49059165 49116433 wc-ww ERR2268670_.trimmed.mdup.bam.RData.1
chr1 67498335 67503430 67482905 67518131 ww-wc ERR2268670_.trimmed.mdup.bam.RData.2
chr3 90437812 90569517 90422968 91263245 ww-wc ERR2268670_.trimmed.mdup.bam.RData.3
chr3 94050991 94233551 93470641 94252404 wc-ww ERR2268670_.trimmed.mdup.bam.RData.4
chr3 178514309 178532603 178499692 178542565 ww-wc ERR2268670_.trimmed.mdup.bam.RData.5
chr5 139112936 139150627 139082835 139160170 wc-cc ERR2268670_.trimmed.mdup.bam.RData.6
chr5 177072223 177082088 177041776 177128696 cc-wc ERR2268670_.trimmed.mdup.bam.RData.7
chr8 7356153 7356374 7155012 7368553 ww-wc ERR2268670_.trimmed.mdup.bam.RData.8
chr8 12597946 12617838 12578761 12628515 wc-ww ERR2268670_.trimmed.mdup.bam.RData.9
chr13 19875082 19881701 17555681 19904470 wc-cc ERR2268670_.trimmed.mdup.bam.RData.10
chr14 86231264 86252692 86194846 86281554 wc-ww ERR2268670_.trimmed.mdup.bam.RData.11
chr15 29844356 29891236 29832869 30827416 cc-wc ERR2268670_.trimmed.mdup.bam.RData.12
chr15 32450651 32634729 32144665 32644687 wc-cc ERR2268670_.trimmed.mdup.bam.RData.13
chr16 34277071 34571500 34222851 34582753 ww-cc ERR2268670_.trimmed.mdup.bam.RData.14
chr16 46401482 46403730 46399223 46499871 cc-ww ERR2268670_.trimmed.mdup.bam.RData.15
chr19 19422525 19438711 19403694 19459966 wc-ww ERR2268670_.trimmed.mdup.bam.RData.16
chr20 25763692 25773416 25751634 25977803 ww-wc ERR2268670_.trimmed.mdup.bam.RData.17
chr20 30423498 30465129 30373231 30480066 wc-ww ERR2268670_.trimmed.mdup.bam.RData.18
chr20 47570729 47648865 47552057 47698558 ww-wc ERR2268670_.trimmed.mdup.bam.RData.19
chrX 51574133 52082287 51544568 52127121 cc-wc ERR2268670_.trimmed.mdup.bam.RData.20
chrX 52569750 52602224 52038687 52614590 wc-cc ERR2268670_.trimmed.mdup.bam.RData.21
chr1 121886860 122068984 121602003 122544089 ww-wc ERR2268671_.trimmed.mdup.bam.RData.1
chr1 146005111 146318013 145935890 146392653 wc-cc ERR2268671_.trimmed.mdup.bam.RData.2
chr1 149205372 149572984 148929838 149850244 cc-ww ERR2268671_.trimmed.mdup.bam.RData.3
chr7 5902826 5931537 5877361 6015814 wc-ww ERR2268671_.trimmed.mdup.bam.RData.4
chr7 6951302 6952261 6720010 6977018 ww-wc ERR2268671_.trimmed.mdup.bam.RData.5
chr8 8186233 8209146 7547307 8235862 wc-cc ERR2268671_.trimmed.mdup.bam.RData.6
chr8 12539479 12543111 12374621 12547427 cc-wc ERR2268671_.trimmed.mdup.bam.RData.7
chr9 39613367 39812548 39572542 40106871 ww-wc ERR2268671_.trimmed.mdup.bam.RData.8
chr9 65079180 65383709 64978646 65405756 wc-ww ERR2268671_.trimmed.mdup.bam.RData.9
chr10 38833063 38919883 38820153 38948565 wc-cc ERR2268671_.trimmed.mdup.bam.RData.10
chr10 69767307 69773670 69751487 69778718 cc-wc ERR2268671_.trimmed.mdup.bam.RData.11
chr13 58773589 58775405 58755956 58806958 wc-ww ERR2268671_.trimmed.mdup.bam.RData.12
chr15 30094265 30139963 30059680 30666200 wc-ww ERR2268671_.trimmed.mdup.bam.RData.13
chr15 33059242 33069080 32916630 33093260 ww-wc ERR2268671_.trimmed.mdup.bam.RData.14
chr17 26620162 26634768 26620043 26653472 ww-wc ERR2268671_.trimmed.mdup.bam.RData.15
chr19 42411638 42412588 42395312 42427946 cc-wc ERR2268671_.trimmed.mdup.bam.RData.16
chr20 7720414 7727700 7665074 7753583 cc-wc ERR2268671_.trimmed.mdup.bam.RData.17
chr21 10813492 12976875 10810697 12982417 wc-ww ERR2268671_.trimmed.mdup.bam.RData.18
chr22 48714414 48718698 48703609 48823093 wc-ww ERR2268671_.trimmed.mdup.bam.RData.19
chr2 74289143 74290646 74280219 74332785 cc-wc ERR2268672_.trimmed.mdup.bam.RData.1
chr3 91529742 91572128 91489805 92421651 ww-wc ERR2268672_.trimmed.mdup.bam.RData.2
chr4 48589830 49096365 48572502 49101618 ww-wc ERR2268672_.trimmed.mdup.bam.RData.3
chr4 49711554 51836595 49654503 51851874 wc-ww ERR2268672_.trimmed.mdup.bam.RData.4
chr8 7357257 7367407 7138498 8148329 ww-wc ERR2268672_.trimmed.mdup.bam.RData.5
chr8 12542377 12552739 11949179 12564352 wc-ww ERR2268672_.trimmed.mdup.bam.RData.6
chr9 82503536 82505117 82481377 82540627 wc-ww ERR2268672_.trimmed.mdup.bam.RData.7
chr13 84786760 84788927 84679248 84802137 wc-ww ERR2268672_.trimmed.mdup.bam.RData.8
chr15 29712990 30442743 29697396 30669203 ww-wc ERR2268672_.trimmed.mdup.bam.RData.9
chr15 32860242 33276798 31958160 33296532 wc-ww ERR2268672_.trimmed.mdup.bam.RData.10
chr16 32807519 32821831 31877602 34588105 cc-ww ERR2268672_.trimmed.mdup.bam.RData.11
chr16 46401557 46432828 46401407 46563985 ww-wc ERR2268672_.trimmed.mdup.bam.RData.12
chr20 25259077 25772452 25247788 26008218 cc-wc ERR2268672_.trimmed.mdup.bam.RData.13
chr20 30941817 31359179 30020623 31368612 wc-cc ERR2268672_.trimmed.mdup.bam.RData.14
chrX 32503690 32514306 32436332 32550759 ww-wc ERR2268672_.trimmed.mdup.bam.RData.15
chr1 6201214 6209478 6195548 6230000 wc-cc ERR2268673_.trimmed.mdup.bam.RData.1
chr1 15890686 15916236 15857508 15962455 cc-wc ERR2268673_.trimmed.mdup.bam.RData.2
chr1 185538558 185543838 185503167 185670645 wc-cc ERR2268673_.trimmed.mdup.bam.RData.3
chr4 175939318 175972726 175928345 176011816 wc-cc ERR2268673_.trimmed.mdup.bam.RData.4
chr5 38340601 38345441 38284211 38359736 wc-ww ERR2268673_.trimmed.mdup.bam.RData.5
chr7 78454631 78482789 78434977 78593459 ww-wc ERR2268673_.trimmed.mdup.bam.RData.6
chr7 81734159 81736353 81514517 81884085 wc-ww ERR2268673_.trimmed.mdup.bam.RData.7
chr7 81884085 81884507 81826428 81935585 ww-wc ERR2268673_.trimmed.mdup.bam.RData.8
chr8 8192467 8241141 7389571 8257812 wc-cc ERR2268673_.trimmed.mdup.bam.RData.9
chr8 12545979 12546749 12326290 12563220 cc-wc ERR2268673_.trimmed.mdup.bam.RData.10
chr9 12381858 12388105 12344623 12446940 wc-cc ERR2268673_.trimmed.mdup.bam.RData.11
chr10 63658121 63708350 63602806 63882221 cc-wc ERR2268673_.trimmed.mdup.bam.RData.12
chr13 22121419 22124188 21691301 22156254 cc-wc ERR2268673_.trimmed.mdup.bam.RData.13
chr16 34220186 34263479 34078393 34586295 ww-cc ERR2268673_.trimmed.mdup.bam.RData.14
chr16 46401587 46503240 46398985 46665405 cc-ww ERR2268673_.trimmed.mdup.bam.RData.15
chr19 46323189 46340104 46291235 46354030 ww-wc ERR2268673_.trimmed.mdup.bam.RData.16
chr20 35636725 35721457 35334112 35769164 cc-wc ERR2268673_.trimmed.mdup.bam.RData.17
chrX 27298817 27329119 27219310 27398999 wc-cc ERR2268673_.trimmed.mdup.bam.RData.18
chrX 31596606 31609932 31569951 31653736 cc-wc ERR2268673_.trimmed.mdup.bam.RData.19
chr1 119303501 119310004 119277455 119384253 wc-ww ERR2268674_.trimmed.mdup.bam.RData.1
chr1 124781029 124919455 124726088 124947568 ww-wc ERR2268674_.trimmed.mdup.bam.RData.2
chr1 174831490 174859137 174728269 174913367 wc-ww ERR2268674_.trimmed.mdup.bam.RData.3
chr3 91550440 91555734 91531096 93470454 cc-wc ERR2268674_.trimmed.mdup.bam.RData.4
chr7 5911319 5926964 5859750 6006481 wc-ww ERR2268674_.trimmed.mdup.bam.RData.5
chr7 6868164 6882839 6833739 6896769 ww-wc ERR2268674_.trimmed.mdup.bam.RData.6
chr8 7349528 7359242 7143723 7408157 ww-wc ERR2268674_.trimmed.mdup.bam.RData.7
chr8 12123712 12125268 12018920 12657925 wc-ww ERR2268674_.trimmed.mdup.bam.RData.8
chr8 15218808 15241572 15153288 15263579 ww-wc ERR2268674_.trimmed.mdup.bam.RData.9
chr9 40958407 40972588 40074734 41311792 wc-ww ERR2268674_.trimmed.mdup.bam.RData.10
chr9 41699184 41800175 41337182 42243472 ww-wc ERR2268674_.trimmed.mdup.bam.RData.11
chr10 46558227 46597167 46543073 46999367 wc-cc ERR2268674_.trimmed.mdup.bam.RData.12
chr10 48382108 48388193 48295638 48404443 cc-wc ERR2268674_.trimmed.mdup.bam.RData.13
chr15 86632645 86638219 86609258 86740757 ww-wc ERR2268674_.trimmed.mdup.bam.RData.14
chr16 34271323 34571601 34204694 34583499 cc-ww ERR2268674_.trimmed.mdup.bam.RData.15
chr16 46401578 46404209 46398919 46531308 ww-cc ERR2268674_.trimmed.mdup.bam.RData.16
chr17 51100760 51150028 51037513 51181939 wc-ww ERR2268674_.trimmed.mdup.bam.RData.17
chr2 9939556 9940280 9676045 10144510 cc-wc ERR2268675_.trimmed.mdup.bam.RData.1
chr3 101488923 101490885 101346319 101830644 wc-cc ERR2268675_.trimmed.mdup.bam.RData.2
chr4 149601275 149618329 149345604 149712716 ww-wc ERR2268675_.trimmed.mdup.bam.RData.3
chr19 27878940 27902499 27729483 27999381 cc-wc ERR2268675_.trimmed.mdup.bam.RData.4
chr1 149206881 149366225 148424444 149484435 wc-cc ERR2268676_.trimmed.mdup.bam.RData.1
chr1 195255919 195259592 195219984 195319786 cc-wc ERR2268676_.trimmed.mdup.bam.RData.2
chr3 126267155 126280861 126250436 126310993 wc-cc ERR2268676_.trimmed.mdup.bam.RData.3
chr6 145561601 145566514 145532685 145616891 cc-wc ERR2268676_.trimmed.mdup.bam.RData.4
chr8 8186995 8208425 7484137 8235777 wc-cc ERR2268676_.trimmed.mdup.bam.RData.5
chr8 12421631 12527128 12298102 12542338 cc-wc ERR2268676_.trimmed.mdup.bam.RData.6
chr9 38444304 38529738 38432160 40873194 cc-wc ERR2268676_.trimmed.mdup.bam.RData.7
chr9 67770534 68459015 64028537 68469699 wc-cc ERR2268676_.trimmed.mdup.bam.RData.8
chr10 46547583 46548463 46517740 47000249 wc-ww ERR2268676_.trimmed.mdup.bam.RData.9
chr10 48530066 48532250 47687542 48543333 ww-wc ERR2268676_.trimmed.mdup.bam.RData.10
chr12 34493507 34817844 34400126 36134225 ww-cc ERR2268676_.trimmed.mdup.bam.RData.11
chr12 37091766 37255168 36305594 37323657 cc-ww ERR2268676_.trimmed.mdup.bam.RData.12
chr14 30632807 30634653 30601232 30672239 ww-wc ERR2268676_.trimmed.mdup.bam.RData.13
chr15 29222774 29223965 29208853 29276532 wc-cc ERR2268676_.trimmed.mdup.bam.RData.14
chr15 33429393 33435668 33323444 33453705 cc-wc ERR2268676_.trimmed.mdup.bam.RData.15
chr16 34276855 34571505 34212467 34583152 ww-cc ERR2268676_.trimmed.mdup.bam.RData.16
chr16 46401482 46476942 46399004 46616705 cc-ww ERR2268676_.trimmed.mdup.bam.RData.17
chr20 25484563 25772509 25467560 25944701 cc-wc ERR2268676_.trimmed.mdup.bam.RData.18
chr20 30930746 31068022 29943961 31068372 wc-cc ERR2268676_.trimmed.mdup.bam.RData.19
chr1 17169087 17192502 17154186 17196524 wc-cc ERR2268677_.trimmed.mdup.bam.RData.1
chr1 125167475 125167741 125143923 125169772 cc-wc ERR2268677_.trimmed.mdup.bam.RData.2
chr1 149314956 149378517 148917126 149645884 wc-cc ERR2268677_.trimmed.mdup.bam.RData.3
chr2 8759730 8783808 8698256 8811561 wc-ww ERR2268677_.trimmed.mdup.bam.RData.4
chr8 8031688 8178270 7680541 8270268 wc-ww ERR2268677_.trimmed.mdup.bam.RData.5
chr8 12387540 12541952 12145774 12547672 ww-wc ERR2268677_.trimmed.mdup.bam.RData.6
chr9 38773299 38999449 38740054 39106136 ww-wc ERR2268677_.trimmed.mdup.bam.RData.7
chr9 67723917 68324438 64486896 68351924 wc-ww ERR2268677_.trimmed.mdup.bam.RData.8
chr9 73899216 73899813 73839111 73963521 ww-wc ERR2268677_.trimmed.mdup.bam.RData.9
chr9 83116489 83128278 83020287 83151880 wc-ww ERR2268677_.trimmed.mdup.bam.RData.10
chr10 36560105 36567473 36495128 36583150 wc-cc ERR2268677_.trimmed.mdup.bam.RData.11
chr10 121269842 121283033 121253778 121321012 cc-wc ERR2268677_.trimmed.mdup.bam.RData.12
chr11 50301655 50367689 50272999 50401623 ww-wc ERR2268677_.trimmed.mdup.bam.RData.13
chr11 50422076 50755660 50385905 50782154 wc-ww ERR2268677_.trimmed.mdup.bam.RData.14
chr12 34447080 34842609 34359082 35570449 ww-cc ERR2268677_.trimmed.mdup.bam.RData.15
chr12 37302202 37401347 34833439 37520637 cc-ww ERR2268677_.trimmed.mdup.bam.RData.16
chr16 34266473 34571790 34211627 34582339 cc-ww ERR2268677_.trimmed.mdup.bam.RData.17
chr16 46401600 46401663 46401374 46523151 ww-cc ERR2268677_.trimmed.mdup.bam.RData.18
chr20 25467151 25676423 25449500 25972138 ww-wc ERR2268677_.trimmed.mdup.bam.RData.19
chr20 30962921 31068989 30217423 31073168 wc-ww ERR2268677_.trimmed.mdup.bam.RData.20
chrX 51408258 52083336 51386803 52157273 ww-wc ERR2268677_.trimmed.mdup.bam.RData.21
chrX 52507025 52827586 52037271 52840384 wc-ww ERR2268677_.trimmed.mdup.bam.RData.22
chr2 226816046 226825068 226797722 226864082 wc-cc ERR2268678_.trimmed.mdup.bam.RData.1
chr3 110766845 110788746 110749588 110817298 wc-cc ERR2268678_.trimmed.mdup.bam.RData.2
chr4 20436806 20438778 20401651 20506205 wc-ww ERR2268678_.trimmed.mdup.bam.RData.3
chr6 140188695 140192086 140166437 140314888 cc-wc ERR2268678_.trimmed.mdup.bam.RData.4
chr6 163074385 163075033 163038500 163114547 wc-cc ERR2268678_.trimmed.mdup.bam.RData.5
chr7 49945407 49964552 49921075 50036109 wc-cc ERR2268678_.trimmed.mdup.bam.RData.6
chr8 7033831 7158970 6950853 8239867 cc-wc ERR2268678_.trimmed.mdup.bam.RData.7
chr8 13078150 13188648 11678347 13239344 wc-cc ERR2268678_.trimmed.mdup.bam.RData.8
chr9 94409515 94443119 94295971 94476180 ww-wc ERR2268678_.trimmed.mdup.bam.RData.9
chr11 99714846 99814990 99635707 100040650 ww-wc ERR2268678_.trimmed.mdup.bam.RData.10
chr11 113720782 113753708 113703101 113791689 wc-ww ERR2268678_.trimmed.mdup.bam.RData.11
chr15 29458518 29474453 29215240 29538455 wc-ww ERR2268678_.trimmed.mdup.bam.RData.12
chr15 32151372 32518990 32117073 32666240 ww-wc ERR2268678_.trimmed.mdup.bam.RData.13
chr19 47763253 47787365 47729088 47865189 cc-wc ERR2268678_.trimmed.mdup.bam.RData.14
chrX 30217786 30249422 29900943 30308130 wc-ww ERR2268678_.trimmed.mdup.bam.RData.15
chr5 126561067 126561900 126506331 126580397 wc-ww ERR2268679_.trimmed.mdup.bam.RData.1
chr5 126606486 126613392 12173 126687726 ww-wc ERR2268679_.trimmed.mdup.bam.RData.2
chr8 7180880 7351436 7117453 7860634 ww-wc ERR2268679_.trimmed.mdup.bam.RData.3
chr8 12574883 12588458 12554166 12646768 wc-ww ERR2268679_.trimmed.mdup.bam.RData.4
chr9 38755162 39027520 38741916 40316751 cc-wc ERR2268679_.trimmed.mdup.bam.RData.5
chr9 66239535 68331234 65665180 68370998 wc-cc ERR2268679_.trimmed.mdup.bam.RData.6
chr10 46553696 46554634 46537392 46785243 wc-cc ERR2268679_.trimmed.mdup.bam.RData.7
chr10 48678080 48678226 48627039 48699290 cc-wc ERR2268679_.trimmed.mdup.bam.RData.8
chr11 68031580 68034489 68003555 68083257 wc-cc ERR2268679_.trimmed.mdup.bam.RData.9
chr11 68094865 68104627 21197195 68136035 cc-wc ERR2268679_.trimmed.mdup.bam.RData.10
chr12 90624583 90634057 90607562 90682843 wc-cc ERR2268679_.trimmed.mdup.bam.RData.11
chr15 28832039 30240548 28763829 30650563 ww-wc ERR2268679_.trimmed.mdup.bam.RData.12
chr15 32223890 33372893 32150318 33395867 wc-ww ERR2268679_.trimmed.mdup.bam.RData.13
chr16 46400534 46400611 46398921 90170183 wc-cc ERR2268679_.trimmed.mdup.bam.RData.14
chr16 46401501 46402706 46401356 46421867 cc-wc ERR2268679_.trimmed.mdup.bam.RData.15
chr20 25618537 25674961 25598553 26093357 cc-wc ERR2268679_.trimmed.mdup.bam.RData.16
chr20 30860283 31064658 29891878 31065888 wc-cc ERR2268679_.trimmed.mdup.bam.RData.17
chrX 27714764 27754783 27697450 28041769 wc-cc ERR2268679_.trimmed.mdup.bam.RData.18
chrX 32616824 32623549 32254519 32652470 cc-wc ERR2268679_.trimmed.mdup.bam.RData.19
chr2 30245540 30256309 30085516 30322470 wc-cc ERR2268680_.trimmed.mdup.bam.RData.1
chr2 137648764 137796879 137621596 137969789 cc-wc ERR2268680_.trimmed.mdup.bam.RData.2
chr5 46370656 47082863 46324007 49656462 ww-wc ERR2268680_.trimmed.mdup.bam.RData.3
chr5 50582688 51319508 47099732 51414199 wc-ww ERR2268680_.trimmed.mdup.bam.RData.4
chr7 46861859 46865116 46740562 46946007 wc-ww ERR2268680_.trimmed.mdup.bam.RData.5
chr8 87955567 87983691 87920718 88177511 cc-wc ERR2268680_.trimmed.mdup.bam.RData.6
chr10 76944189 76957961 76878199 76993077 cc-wc ERR2268680_.trimmed.mdup.bam.RData.7
chr14 49466663 49506710 49339267 49553538 wc-cc ERR2268680_.trimmed.mdup.bam.RData.8
