seqnames start end CI.start CI.end genoT filenames
chr2 130066343 130294556 129878809 130844499 cc-wc ERR2268505_.trimmed.mdup.bam.RData.4
chr2 131495202 131508745 131049760 132107275 wc-cc ERR2268505_.trimmed.mdup.bam.RData.5
chr5 38791180 38804565 38403155 39466707 cc-wc ERR2268505_.trimmed.mdup.bam.RData.6
chr5 49942335 50148661 46407140 50357930 wc-cc ERR2268505_.trimmed.mdup.bam.RData.7
chr8 6891702 7379201 6631071 8265282 ww-wc ERR2268505_.trimmed.mdup.bam.RData.8
chr10 61790377 61833994 61439804 62269497 wc-ww ERR2268505_.trimmed.mdup.bam.RData.9
chr10 62618548 62766083 61972492 62912852 ww-wc ERR2268505_.trimmed.mdup.bam.RData.10
chr11 76529947 76533523 76236802 76677020 ww-wc ERR2268505_.trimmed.mdup.bam.RData.11
chr13 29832237 29906998 29676778 114190256 wc-cc ERR2268505_.trimmed.mdup.bam.RData.12
chr13 30921143 30939286 16020989 31360376 cc-wc ERR2268505_.trimmed.mdup.bam.RData.13
chr16 46398991 46700619 46390500 47585132 wc-ww ERR2268505_.trimmed.mdup.bam.RData.14
chr17 4394318 4416160 3594460 4850737 wc-ww ERR2268505_.trimmed.mdup.bam.RData.15
chr17 4888092 4908970 4442989 5348554 ww-wc ERR2268505_.trimmed.mdup.bam.RData.16
chr22 12512060 12606920 11288675 16051790 wc-ww ERR2268505_.trimmed.mdup.bam.RData.17
chr1 65942221 66036480 65607095 66488932 wc-ww ERR2268506_.trimmed.mdup.bam.RData.1
chr1 67822490 67949631 66127219 68197712 ww-wc ERR2268506_.trimmed.mdup.bam.RData.2
chr1 118697602 118798170 117821798 248878526 wc-ww ERR2268506_.trimmed.mdup.bam.RData.3
chr1 119431123 119649695 119163086 122544894 ww-wc ERR2268506_.trimmed.mdup.bam.RData.4
chr1 210921600 210932066 210449802 248878526 wc-cc ERR2268506_.trimmed.mdup.bam.RData.5
chr1 211955355 212055720 948141 213602465 cc-wc ERR2268506_.trimmed.mdup.bam.RData.6
chr2 78763067 78812222 78020321 79509562 cc-wc ERR2268506_.trimmed.mdup.bam.RData.7
chr2 108050616 108339023 107824036 109143025 wc-ww ERR2268506_.trimmed.mdup.bam.RData.8
chr3 190905636 191621856 190366010 192191460 ww-wc ERR2268506_.trimmed.mdup.bam.RData.9
chr4 22709409 22777971 22024501 23288088 wc-ww ERR2268506_.trimmed.mdup.bam.RData.10
chr4 23407451 23447889 22884327 23953407 ww-wc ERR2268506_.trimmed.mdup.bam.RData.11
chr4 152676720 152766364 151607048 176452897 wc-cc ERR2268506_.trimmed.mdup.bam.RData.12
chr7 117941058 117988730 117708887 118325630 wc-ww ERR2268506_.trimmed.mdup.bam.RData.13
chr7 118788380 118971553 118063528 120167885 ww-wc ERR2268506_.trimmed.mdup.bam.RData.14
chr8 8024047 8462436 6797265 8862811 wc-ww ERR2268506_.trimmed.mdup.bam.RData.15
chr8 12132283 12634451 11749495 13550208 ww-wc ERR2268506_.trimmed.mdup.bam.RData.16
chr12 10308639 10529516 9192344 11337886 wc-cc ERR2268506_.trimmed.mdup.bam.RData.17
chr13 19162569 19249951 16013993 20468618 wc-cc ERR2268506_.trimmed.mdup.bam.RData.18
chr15 20411703 22781006 17052117 22932104 wc-cc ERR2268506_.trimmed.mdup.bam.RData.19
chr16 35597840 46386400 35156623 46390758 wc-cc ERR2268506_.trimmed.mdup.bam.RData.20
chr16 46394982 46649107 46387908 47233774 cc-wc ERR2268506_.trimmed.mdup.bam.RData.21
chr21 9846334 9848707 5217243 14634664 wc-cc ERR2268506_.trimmed.mdup.bam.RData.22
chr21 14828042 14946398 5217243 15705832 cc-wc ERR2268506_.trimmed.mdup.bam.RData.23
chrX 2714963 3324385 1396627 5645884 wc-ww ERR2268506_.trimmed.mdup.bam.RData.24
chr1 170873772 170995454 169050768 172891278 wc-cc ERR2268507_.trimmed.mdup.bam.RData.1
chr1 173712390 173864332 172504224 175519462 cc-wc ERR2268507_.trimmed.mdup.bam.RData.2
chr1 200336242 201761015 199109216 202735086 wc-ww ERR2268507_.trimmed.mdup.bam.RData.3
chr2 111955352 112457479 110882083 114176958 wc-cc ERR2268507_.trimmed.mdup.bam.RData.4
chr3 114284670 114316863 113096386 198169917 wc-cc ERR2268507_.trimmed.mdup.bam.RData.5
chr3 116553610 116888197 114991263 117721801 cc-wc ERR2268507_.trimmed.mdup.bam.RData.6
chr3 190939706 190987685 190017064 198169917 wc-cc ERR2268507_.trimmed.mdup.bam.RData.7
chr3 192383047 192583198 75077 193652578 cc-wc ERR2268507_.trimmed.mdup.bam.RData.8
chr6 93336465 93443593 92106702 95196870 cc-wc ERR2268507_.trimmed.mdup.bam.RData.9
chr7 85765493 87556727 83796429 89026826 wc-cc ERR2268507_.trimmed.mdup.bam.RData.10
chr8 8698737 8959333 6226693 9931294 ww-wc ERR2268507_.trimmed.mdup.bam.RData.11
chr8 11101918 11200338 8698666 12966371 wc-ww ERR2268507_.trimmed.mdup.bam.RData.12
chr8 84980545 85138942 81720165 87584898 ww-wc ERR2268507_.trimmed.mdup.bam.RData.13
chr8 92714811 92829627 90873403 94984995 wc-ww ERR2268507_.trimmed.mdup.bam.RData.14
chr8 95703130 97023886 93358054 104670224 ww-wc ERR2268507_.trimmed.mdup.bam.RData.15
chr9 98669970 98755048 95000994 100231977 cc-ww ERR2268507_.trimmed.mdup.bam.RData.16
chr9 105003596 105167766 98972957 105886414 ww-wc ERR2268507_.trimmed.mdup.bam.RData.17
chr11 129914621 130865034 127939108 131368796 wc-ww ERR2268507_.trimmed.mdup.bam.RData.18
chr16 31210206 34937094 28045070 46401573 ww-cc ERR2268507_.trimmed.mdup.bam.RData.19
chr16 46390831 46401493 31210137 50158857 cc-ww ERR2268507_.trimmed.mdup.bam.RData.20
chr17 9318081 9335950 7173752 13025299 wc-ww ERR2268507_.trimmed.mdup.bam.RData.21
chr17 14651620 14981182 11272530 15495388 ww-wc ERR2268507_.trimmed.mdup.bam.RData.22
chr18 70046763 71052095 69522212 71841809 wc-cc ERR2268507_.trimmed.mdup.bam.RData.23
chrY 12577298 14423266 2909270 17152667 wc-ww ERR2268507_.trimmed.mdup.bam.RData.24
chr1 41352379 41421010 40803109 41710140 cc-wc ERR2268508_.trimmed.mdup.bam.RData.1
chr1 95333368 95364832 94763924 96296616 wc-ww ERR2268508_.trimmed.mdup.bam.RData.2
chr1 96517710 96557257 96217664 97108626 ww-wc ERR2268508_.trimmed.mdup.bam.RData.3
chr3 88081142 88428306 87011478 89367419 ww-wc ERR2268508_.trimmed.mdup.bam.RData.4
chr3 111846987 111890988 105782283 116714896 wc-ww ERR2268508_.trimmed.mdup.bam.RData.5
chr3 140069691 140158310 139569244 140349688 ww-wc ERR2268508_.trimmed.mdup.bam.RData.6
chr3 140870046 140873851 140121680 141364912 wc-ww ERR2268508_.trimmed.mdup.bam.RData.7
chr5 175281611 175286846 174916500 175826347 wc-cc ERR2268508_.trimmed.mdup.bam.RData.8
chr5 176761864 176802360 176518794 177639321 cc-wc ERR2268508_.trimmed.mdup.bam.RData.9
chr6 39897498 39935399 39476082 40292035 wc-ww ERR2268508_.trimmed.mdup.bam.RData.10
chr6 40453983 40639839 40220912 40776723 ww-wc ERR2268508_.trimmed.mdup.bam.RData.11
chr6 43286851 43340505 42999883 43493237 wc-ww ERR2268508_.trimmed.mdup.bam.RData.12
chr6 44467318 44522504 43340505 44949109 ww-wc ERR2268508_.trimmed.mdup.bam.RData.13
chr6 56335612 56780151 56180464 57754074 wc-ww ERR2268508_.trimmed.mdup.bam.RData.14
chr7 49272994 49341815 48699768 49946278 wc-ww ERR2268508_.trimmed.mdup.bam.RData.15
chr7 50335244 50638712 49552660 51767876 ww-wc ERR2268508_.trimmed.mdup.bam.RData.16
chr9 38409287 39517912 37997381 42805548 cc-wc ERR2268508_.trimmed.mdup.bam.RData.17
chr9 64129316 68247181 61714001 68678999 wc-cc ERR2268508_.trimmed.mdup.bam.RData.18
chr10 95961447 95988157 95511034 96221998 wc-ww ERR2268508_.trimmed.mdup.bam.RData.19
chr11 5984539 6526726 5702783 7210707 ww-wc ERR2268508_.trimmed.mdup.bam.RData.20
chr12 16697173 16930300 16508746 18487115 wc-ww ERR2268508_.trimmed.mdup.bam.RData.21
chr12 18683095 18886254 16930300 19104427 ww-wc ERR2268508_.trimmed.mdup.bam.RData.22
chr12 116579346 116646617 115890407 117396581 wc-ww ERR2268508_.trimmed.mdup.bam.RData.23
chr12 119126642 119202660 118639136 119425972 ww-wc ERR2268508_.trimmed.mdup.bam.RData.24
chr15 22849549 22891509 17031853 23516488 wc-ww ERR2268508_.trimmed.mdup.bam.RData.25
chr16 35608297 35666614 34594963 46390615 wc-cc ERR2268508_.trimmed.mdup.bam.RData.26
chr16 49419551 49444499 46400788 50327505 cc-wc ERR2268508_.trimmed.mdup.bam.RData.27
chr21 10765603 13848377 10419256 14613501 wc-ww ERR2268508_.trimmed.mdup.bam.RData.28
chr22 16397526 16467787 11324458 17792869 wc-ww ERR2268508_.trimmed.mdup.bam.RData.29
chrX 2768126 2784936 2352403 3504107 wc-ww ERR2268508_.trimmed.mdup.bam.RData.30
chr1 146023224 146617059 143266391 149882670 ww-cc ERR2268509_.trimmed.mdup.bam.RData.1
chr1 149011123 149882586 146023148 151613448 cc-ww ERR2268509_.trimmed.mdup.bam.RData.2
chr2 35343878 35447344 34670173 36109651 cc-wc ERR2268509_.trimmed.mdup.bam.RData.3
chr2 130013807 130249165 129764945 131033120 wc-cc ERR2268509_.trimmed.mdup.bam.RData.4
chr2 131445460 131639473 130954584 132078732 cc-wc ERR2268509_.trimmed.mdup.bam.RData.5
chr2 191654198 191882270 191265436 192249227 wc-ww ERR2268509_.trimmed.mdup.bam.RData.6
chr2 193218541 193588036 192071301 194217589 ww-wc ERR2268509_.trimmed.mdup.bam.RData.7
chr2 214879954 214914565 214777494 215966498 wc-cc ERR2268509_.trimmed.mdup.bam.RData.8
chr2 215966498 215981443 215785799 216440510 cc-ww ERR2268509_.trimmed.mdup.bam.RData.9
chr3 192225028 192418327 191540856 192868849 wc-ww ERR2268509_.trimmed.mdup.bam.RData.10
chr5 52522211 52531845 51977712 53950100 wc-cc ERR2268509_.trimmed.mdup.bam.RData.11
chr5 54453207 54723619 54065300 55104366 cc-ww ERR2268509_.trimmed.mdup.bam.RData.12
chr7 54718106 55146676 54054050 92346733 wc-ww ERR2268509_.trimmed.mdup.bam.RData.13
chr7 56347212 56356591 32828222 57402214 ww-wc ERR2268509_.trimmed.mdup.bam.RData.14
chr8 8968449 9019334 6796817 9299467 ww-wc ERR2268509_.trimmed.mdup.bam.RData.15
chr8 12014563 12705898 11640825 13106782 wc-ww ERR2268509_.trimmed.mdup.bam.RData.16
chr11 6901701 7084893 6693596 135047328 cc-wc ERR2268509_.trimmed.mdup.bam.RData.17
chr11 7553975 7994331 224647 8207510 wc-cc ERR2268509_.trimmed.mdup.bam.RData.18
chr13 57939214 57943806 57083342 58620830 cc-wc ERR2268509_.trimmed.mdup.bam.RData.19
chr16 21262075 21594805 19840690 22761918 cc-ww ERR2268509_.trimmed.mdup.bam.RData.20
chr16 22368702 22838895 21372728 24720833 ww-cc ERR2268509_.trimmed.mdup.bam.RData.21
chr16 34572798 34588047 32891597 36158196 cc-ww ERR2268509_.trimmed.mdup.bam.RData.22
chr16 46401526 46507912 34572718 48632781 ww-cc ERR2268509_.trimmed.mdup.bam.RData.23
chr17 6882028 6950797 6404496 8156379 wc-cc ERR2268509_.trimmed.mdup.bam.RData.24
chr17 9367799 9654050 8808887 10231483 cc-wc ERR2268509_.trimmed.mdup.bam.RData.25
chr17 21920065 22119108 21442576 22532105 wc-ww ERR2268509_.trimmed.mdup.bam.RData.26
chr19 24265783 24394068 23900514 58578407 ww-wc ERR2268509_.trimmed.mdup.bam.RData.27
chr19 27535484 27754430 321793 27926169 wc-ww ERR2268509_.trimmed.mdup.bam.RData.28
chrX 152669483 152730740 151862921 155955082 cc-wc ERR2268509_.trimmed.mdup.bam.RData.29
chrX 153248870 153432038 25723 154803458 wc-cc ERR2268509_.trimmed.mdup.bam.RData.30
chr3 190762889 191977264 188515059 193804266 wc-cc ERR2268510_.trimmed.mdup.bam.RData.1
chr9 24248271 24760378 22748314 26314131 wc-ww ERR2268510_.trimmed.mdup.bam.RData.2
chr9 31409960 31535741 29639382 33940299 ww-wc ERR2268510_.trimmed.mdup.bam.RData.3
chr9 67761375 68627313 42965919 72537194 wc-ww ERR2268510_.trimmed.mdup.bam.RData.4
chr13 39682999 40012243 38494690 40585677 ww-wc ERR2268510_.trimmed.mdup.bam.RData.5
chr13 66177136 67214321 63344048 68960899 wc-ww ERR2268510_.trimmed.mdup.bam.RData.6
chr15 24087544 24209526 21270810 24904361 wc-cc ERR2268510_.trimmed.mdup.bam.RData.7
chr15 29331125 29412588 24553783 31614022 cc-wc ERR2268510_.trimmed.mdup.bam.RData.8
chr17 10546664 10775607 9215780 12614589 wc-ww ERR2268510_.trimmed.mdup.bam.RData.9
chr17 28777151 29250767 22084003 30302335 ww-wc ERR2268510_.trimmed.mdup.bam.RData.10
chr17 69100160 69569245 67648742 71031311 wc-ww ERR2268510_.trimmed.mdup.bam.RData.11
chr17 72090472 72575913 69570022 74278466 ww-wc ERR2268510_.trimmed.mdup.bam.RData.12
chr17 80084479 80092076 79406029 83197197 wc-ww ERR2268510_.trimmed.mdup.bam.RData.13
chr22 28365180 28579190 24111332 50340024 wc-cc ERR2268510_.trimmed.mdup.bam.RData.14
chr22 30771429 31394151 11023163 32951502 cc-wc ERR2268510_.trimmed.mdup.bam.RData.15
chrX 3221103 6380469 378679 6675502 wc-cc ERR2268510_.trimmed.mdup.bam.RData.16
chr1 50176453 50368134 49651130 51470332 wc-ww ERR2268511_.trimmed.mdup.bam.RData.1
chr1 51514566 52055942 50608341 52304567 ww-wc ERR2268511_.trimmed.mdup.bam.RData.2
chr2 11098008 11292844 10024749 109359243 wc-cc ERR2268511_.trimmed.mdup.bam.RData.3
chr3 138146126 138388195 137121532 138826500 ww-wc ERR2268511_.trimmed.mdup.bam.RData.4
chr3 146972473 146980270 146504423 147176854 wc-cc ERR2268511_.trimmed.mdup.bam.RData.5
chr3 147602191 147618303 147034078 148263705 cc-wc ERR2268511_.trimmed.mdup.bam.RData.6
chr3 148936392 148954378 148263605 196522204 wc-cc ERR2268511_.trimmed.mdup.bam.RData.7
chr3 149946359 149962098 148965048 150152812 cc-ww ERR2268511_.trimmed.mdup.bam.RData.8
chr3 151621279 151735193 150381128 152181623 ww-wc ERR2268511_.trimmed.mdup.bam.RData.9
chr3 171801156 171922284 171419303 172573061 wc-ww ERR2268511_.trimmed.mdup.bam.RData.10
chr3 173139873 173395342 172087059 173708402 ww-wc ERR2268511_.trimmed.mdup.bam.RData.11
chr3 189289882 189424803 189144369 189835577 wc-cc ERR2268511_.trimmed.mdup.bam.RData.12
chr4 11324174 11403638 10450088 12163576 wc-cc ERR2268511_.trimmed.mdup.bam.RData.13
chr4 12554675 12720317 12074079 13988195 cc-wc ERR2268511_.trimmed.mdup.bam.RData.14
chr4 153988777 154237564 153439905 154871317 wc-ww ERR2268511_.trimmed.mdup.bam.RData.15
chr4 155466014 155567697 155058038 156073662 ww-wc ERR2268511_.trimmed.mdup.bam.RData.16
chr6 102550734 102555181 83517410 107867198 cc-wc ERR2268511_.trimmed.mdup.bam.RData.17
chr9 109944494 110011659 105637134 126857773 wc-cc ERR2268511_.trimmed.mdup.bam.RData.18
chr11 80593109 80722961 80370462 81595422 wc-ww ERR2268511_.trimmed.mdup.bam.RData.19
chr11 81879275 82176440 81059967 82737230 ww-wc ERR2268511_.trimmed.mdup.bam.RData.20
chr14 63328087 63565903 62991879 64084437 cc-wc ERR2268511_.trimmed.mdup.bam.RData.21
chr15 23908361 24455374 17025620 25129852 wc-cc ERR2268511_.trimmed.mdup.bam.RData.22
chr16 34245406 34582858 28577566 37617771 cc-ww ERR2268511_.trimmed.mdup.bam.RData.23
chr16 36193846 46404979 34245346 49815625 ww-cc ERR2268511_.trimmed.mdup.bam.RData.24
chr17 27100462 27406253 26828083 83146646 wc-cc ERR2268511_.trimmed.mdup.bam.RData.25
chr17 30053730 30516652 325569 32149754 cc-wc ERR2268511_.trimmed.mdup.bam.RData.26
chr20 29885904 30464277 25128206 31757881 wc-ww ERR2268511_.trimmed.mdup.bam.RData.27
chr20 31873351 31999755 31277658 33577840 ww-wc ERR2268511_.trimmed.mdup.bam.RData.28
chr21 12997073 14565655 9618661 15613046 wc-cc ERR2268511_.trimmed.mdup.bam.RData.29
chr2 89070722 89679538 88398978 92063641 cc-wc ERR2268512_.trimmed.mdup.bam.RData.1
chr2 91915007 92063544 89070625 95251858 wc-cc ERR2268512_.trimmed.mdup.bam.RData.2
chr3 90010579 93075832 87860870 93470744 cc-ww ERR2268512_.trimmed.mdup.bam.RData.3
chr3 93470802 93767589 90539833 94320739 ww-cc ERR2268512_.trimmed.mdup.bam.RData.4
chr5 126208848 126346260 111443683 128542125 ww-wc ERR2268512_.trimmed.mdup.bam.RData.5
chr5 173711585 173788993 173344598 174902159 wc-cc ERR2268512_.trimmed.mdup.bam.RData.6
chr5 175218552 175343545 174902076 175672727 cc-wc ERR2268512_.trimmed.mdup.bam.RData.7
chr7 87614504 87672450 86816249 88876324 wc-ww ERR2268512_.trimmed.mdup.bam.RData.8
chr7 88929556 89032628 88376083 89951567 ww-wc ERR2268512_.trimmed.mdup.bam.RData.9
chr7 132751277 133034892 132350063 133873536 wc-ww ERR2268512_.trimmed.mdup.bam.RData.10
chr7 133873536 133881545 133034892 134157339 ww-wc ERR2268512_.trimmed.mdup.bam.RData.11
chr12 34426603 37736950 13441837 37823277 wc-cc ERR2268512_.trimmed.mdup.bam.RData.12
chr13 17752127 18774368 16565162 21832452 cc-ww ERR2268512_.trimmed.mdup.bam.RData.13
chr18 21216513 21285839 15384778 22000391 cc-wc ERR2268512_.trimmed.mdup.bam.RData.14
chr18 41462344 41465170 41234667 80209169 wc-ww ERR2268512_.trimmed.mdup.bam.RData.15
chr18 42649989 42731587 41570024 43932923 ww-cc ERR2268512_.trimmed.mdup.bam.RData.16
chr18 44245345 44372340 44095425 44996137 cc-ww ERR2268512_.trimmed.mdup.bam.RData.17
chr18 45525875 45624773 44372340 46379238 ww-wc ERR2268512_.trimmed.mdup.bam.RData.18
chr20 26255882 28593227 25549970 29215060 ww-wc ERR2268512_.trimmed.mdup.bam.RData.19
chr20 30409728 30462744 29881297 30661217 wc-ww ERR2268512_.trimmed.mdup.bam.RData.20
chr20 38315431 38585492 37747036 39160635 ww-wc ERR2268512_.trimmed.mdup.bam.RData.21
chrX 2717773 3144179 2325648 4511202 wc-cc ERR2268512_.trimmed.mdup.bam.RData.22
chr3 55546797 55855996 55116143 56836096 wc-ww ERR2268513_.trimmed.mdup.bam.RData.1
chr6 34811952 34943868 33723240 35397117 wc-ww ERR2268513_.trimmed.mdup.bam.RData.2
chr6 54737188 54856092 52117126 55435737 ww-wc ERR2268513_.trimmed.mdup.bam.RData.3
chr6 75674016 76609121 74978570 77508124 wc-ww ERR2268513_.trimmed.mdup.bam.RData.4
chr6 77803182 77928939 77322230 78216288 ww-wc ERR2268513_.trimmed.mdup.bam.RData.5
chr7 110904593 110933217 110234040 111503661 wc-cc ERR2268513_.trimmed.mdup.bam.RData.6
chr7 111946867 112292062 110933217 112528111 cc-wc ERR2268513_.trimmed.mdup.bam.RData.7
chr8 87073208 87275850 86505769 88058833 wc-cc ERR2268513_.trimmed.mdup.bam.RData.8
chr13 19318669 19369609 16058913 20245491 wc-cc ERR2268513_.trimmed.mdup.bam.RData.9
chr17 29773228 30385198 28542243 31304345 cc-wc ERR2268513_.trimmed.mdup.bam.RData.10
chr19 36380500 36995128 35114867 37798215 wc-ww ERR2268513_.trimmed.mdup.bam.RData.11
chr19 39655779 40052668 37401636 40582405 ww-wc ERR2268513_.trimmed.mdup.bam.RData.12
chr22 16153169 16199187 11047195 17618992 wc-cc ERR2268513_.trimmed.mdup.bam.RData.13
chrX 2778903 3762540 1670228 5248899 wc-ww ERR2268513_.trimmed.mdup.bam.RData.14
chr1 145868387 147043907 125183114 149845363 cc-ww ERR2268514_.trimmed.mdup.bam.RData.1
chr1 148984671 149845268 145868315 152918021 ww-cc ERR2268514_.trimmed.mdup.bam.RData.2
chr1 153141990 153243208 152901211 154701779 cc-wc ERR2268514_.trimmed.mdup.bam.RData.3
chr2 8958574 9050142 8597455 170463480 wc-ww ERR2268514_.trimmed.mdup.bam.RData.4
chr2 9750796 10232198 16429 10759226 ww-wc ERR2268514_.trimmed.mdup.bam.RData.5
chr4 101088343 101240785 100541458 102890469 cc-wc ERR2268514_.trimmed.mdup.bam.RData.6
chr4 147418933 147532961 146670901 148218918 wc-ww ERR2268514_.trimmed.mdup.bam.RData.7
chr4 148458556 148540677 147864399 150165234 ww-wc ERR2268514_.trimmed.mdup.bam.RData.8
chr4 180579797 180580724 179952513 180989469 wc-ww ERR2268514_.trimmed.mdup.bam.RData.9
chr4 181336221 181540670 180768258 182082032 ww-wc ERR2268514_.trimmed.mdup.bam.RData.10
chr8 8465755 8485160 6746436 9258800 ww-wc ERR2268514_.trimmed.mdup.bam.RData.11
