seqnames start end CI.start CI.end genoT filenames
chr8 7149034 7586142 6865016 8300020 cc-wc ERR2268503_.trimmed.mdup.bam.RData.4
chr8 11968894 12645069 11789678 13148340 wc-cc ERR2268503_.trimmed.mdup.bam.RData.5
chr9 10687927 10990137 10467055 11233543 ww-wc ERR2268503_.trimmed.mdup.bam.RData.6
chr13 33579540 33690550 33055564 33970781 wc-cc ERR2268503_.trimmed.mdup.bam.RData.7
chr14 56042421 56080356 55312844 56322382 wc-ww ERR2268503_.trimmed.mdup.bam.RData.8
chr16 32919900 33020535 28958393 35383163 wc-ww ERR2268503_.trimmed.mdup.bam.RData.9
chr16 46400909 46502642 46389742 48379284 ww-cc ERR2268503_.trimmed.mdup.bam.RData.10
chr17 12097690 13132831 11782410 13340667 wc-ww ERR2268503_.trimmed.mdup.bam.RData.11
chrY 11784395 12319285 5988466 13982918 wc-cc ERR2268503_.trimmed.mdup.bam.RData.12
chr2 106325119 107233182 106079225 108555010 ww-wc ERR2268504_.trimmed.mdup.bam.RData.1
chr4 57584144 57849871 56720711 59137898 ww-wc ERR2268504_.trimmed.mdup.bam.RData.2
chr8 50808192 51344035 49874764 52449374 cc-wc ERR2268504_.trimmed.mdup.bam.RData.3
chr16 31867854 34583782 31102565 36793259 cc-wc ERR2268504_.trimmed.mdup.bam.RData.4
chr16 50432464 51865479 147278 52425058 wc-cc ERR2268504_.trimmed.mdup.bam.RData.5
chr18 22493199 22546655 14904454 23266971 ww-wc ERR2268504_.trimmed.mdup.bam.RData.6
chr20 22593878 28565333 21644172 28814703 ww-wc ERR2268504_.trimmed.mdup.bam.RData.7
chr20 30284102 34821079 28638933 35083107 wc-ww ERR2268504_.trimmed.mdup.bam.RData.8
chr1 93440970 93758783 93054209 94505509 ww-wc ERR2268505_.trimmed.mdup.bam.RData.1
chr2 129887733 130294556 129360222 130844499 cc-wc ERR2268505_.trimmed.mdup.bam.RData.2
chr2 131495202 131756878 131049760 132141055 wc-cc ERR2268505_.trimmed.mdup.bam.RData.3
chr5 38801603 38804565 38471918 39466707 cc-wc ERR2268505_.trimmed.mdup.bam.RData.4
chr5 47027689 50148661 46407140 50357930 wc-cc ERR2268505_.trimmed.mdup.bam.RData.5
chr7 53589790 54022248 53363549 159297436 ww-wc ERR2268505_.trimmed.mdup.bam.RData.6
chr7 54299162 54348065 54189414 54720170 wc-ww ERR2268505_.trimmed.mdup.bam.RData.7
chr8 7138271 7379201 6650813 8265282 ww-wc ERR2268505_.trimmed.mdup.bam.RData.8
chr9 40904984 40921923 38999925 61533444 ww-wc ERR2268505_.trimmed.mdup.bam.RData.9
chr9 68728427 68800932 41049296 69179214 wc-ww ERR2268505_.trimmed.mdup.bam.RData.10
chr11 76529947 76533523 76236802 76677020 ww-wc ERR2268505_.trimmed.mdup.bam.RData.11
chr12 32211859 33375923 31571929 133256454 cc-wc ERR2268505_.trimmed.mdup.bam.RData.12
chr12 36208863 38099668 84210 38288143 wc-cc ERR2268505_.trimmed.mdup.bam.RData.13
chr16 46398991 46400819 46390500 46979099 wc-ww ERR2268505_.trimmed.mdup.bam.RData.14
chr20 26326264 26440007 25920301 29256158 ww-wc ERR2268505_.trimmed.mdup.bam.RData.15
chr20 30410498 30875836 29800370 31303703 wc-ww ERR2268505_.trimmed.mdup.bam.RData.16
chr2 78763293 78812222 78136225 79509562 cc-wc ERR2268506_.trimmed.mdup.bam.RData.1
chr2 108050616 108091761 107824036 108924540 wc-ww ERR2268506_.trimmed.mdup.bam.RData.2
chr3 190924055 191621856 190520021 192191460 ww-wc ERR2268506_.trimmed.mdup.bam.RData.3
chr4 172308527 172419565 171755876 172787536 wc-cc ERR2268506_.trimmed.mdup.bam.RData.4
chr8 8024047 8331156 6797265 8858257 wc-ww ERR2268506_.trimmed.mdup.bam.RData.5
chr8 11971476 12634451 11715639 13550208 ww-wc ERR2268506_.trimmed.mdup.bam.RData.6
chr9 11438222 11468763 11212037 13471167 wc-cc ERR2268506_.trimmed.mdup.bam.RData.7
chr9 15748158 15980969 14398749 16269292 cc-wc ERR2268506_.trimmed.mdup.bam.RData.8
chr12 10308639 10647653 9192344 11575482 wc-cc ERR2268506_.trimmed.mdup.bam.RData.9
chr16 7238114 7312276 7135049 8984731 wc-cc ERR2268506_.trimmed.mdup.bam.RData.10
chr16 12419444 12905520 8400351 13309040 cc-wc ERR2268506_.trimmed.mdup.bam.RData.11
chr1 200336242 201376910 199109216 202595978 wc-ww ERR2268507_.trimmed.mdup.bam.RData.1
chr2 111955352 112620338 110882083 114230216 wc-cc ERR2268507_.trimmed.mdup.bam.RData.2
chr5 16623273 16634010 14447117 18996988 cc-wc ERR2268507_.trimmed.mdup.bam.RData.3
chr6 67882952 67934323 67031337 71342551 cc-wc ERR2268507_.trimmed.mdup.bam.RData.4
chr7 85765493 87041911 83796429 88741822 wc-cc ERR2268507_.trimmed.mdup.bam.RData.5
chr8 84995231 85138942 82009812 87584898 ww-wc ERR2268507_.trimmed.mdup.bam.RData.6
chr9 98653623 98676035 98211673 100231977 cc-wc ERR2268507_.trimmed.mdup.bam.RData.7
chr18 69801321 70046663 68335391 71925704 wc-cc ERR2268507_.trimmed.mdup.bam.RData.8
chr1 41356529 41421010 40877142 41710140 cc-wc ERR2268508_.trimmed.mdup.bam.RData.1
chr3 14019107 14092051 13610663 14575162 ww-wc ERR2268508_.trimmed.mdup.bam.RData.2
chr3 16611523 16698639 16057556 17155275 wc-ww ERR2268508_.trimmed.mdup.bam.RData.3
chr6 56335612 56780151 56180464 57754074 wc-ww ERR2268508_.trimmed.mdup.bam.RData.4
chr8 7065939 8329642 6590799 8718807 ww-wc ERR2268508_.trimmed.mdup.bam.RData.5
chr8 11984925 12988000 11399249 13282983 wc-ww ERR2268508_.trimmed.mdup.bam.RData.6
chr10 95961447 95995614 95511034 96287675 wc-ww ERR2268508_.trimmed.mdup.bam.RData.7
chr11 6068443 6422669 5719779 7122718 ww-wc ERR2268508_.trimmed.mdup.bam.RData.8
chrX 8651280 8687590 859138 8998026 wc-ww ERR2268508_.trimmed.mdup.bam.RData.9
chr1 122675797 122717315 121469595 149882670 ww-wc ERR2268509_.trimmed.mdup.bam.RData.1
chr1 149011123 150737945 146023148 151214502 wc-ww ERR2268509_.trimmed.mdup.bam.RData.2
chr2 35343878 35447344 34670173 36109651 cc-wc ERR2268509_.trimmed.mdup.bam.RData.3
chr2 220198663 220301623 218782326 220597700 wc-ww ERR2268509_.trimmed.mdup.bam.RData.4
chr3 192225028 192299784 191540856 192790986 wc-ww ERR2268509_.trimmed.mdup.bam.RData.5
chr5 83513628 83766446 82864966 84928229 wc-ww ERR2268509_.trimmed.mdup.bam.RData.6
chr8 7073631 8235465 6796817 9299467 ww-wc ERR2268509_.trimmed.mdup.bam.RData.7
chr8 12014563 12212644 11640825 12980090 wc-ww ERR2268509_.trimmed.mdup.bam.RData.8
chr9 38645025 38687045 38357481 40988163 ww-wc ERR2268509_.trimmed.mdup.bam.RData.9
chr9 64127778 68728231 63347774 69286158 wc-ww ERR2268509_.trimmed.mdup.bam.RData.10
chr10 43796987 43852474 43054046 44450397 wc-ww ERR2268509_.trimmed.mdup.bam.RData.11
chr10 47360008 47399702 46052700 48212796 ww-wc ERR2268509_.trimmed.mdup.bam.RData.12
chr13 54104636 55564103 52810556 56761691 cc-wc ERR2268509_.trimmed.mdup.bam.RData.13
chr16 31563467 31773698 28592406 37068860 cc-ww ERR2268509_.trimmed.mdup.bam.RData.14
chr16 46401526 46507912 34572718 48632781 ww-cc ERR2268509_.trimmed.mdup.bam.RData.15
chr17 21920065 22119108 21442576 22532105 wc-ww ERR2268509_.trimmed.mdup.bam.RData.16
chr19 20397043 24394068 19992200 58578407 ww-wc ERR2268509_.trimmed.mdup.bam.RData.17
chr19 27535484 27928795 321793 28225836 wc-ww ERR2268509_.trimmed.mdup.bam.RData.18
chrY 11464607 13334008 6012661 14482100 wc-cc ERR2268509_.trimmed.mdup.bam.RData.19
chr3 47737385 48031897 45291988 50043626 wc-cc ERR2268510_.trimmed.mdup.bam.RData.1
chr9 71027857 71078859 69283062 71827759 wc-ww ERR2268510_.trimmed.mdup.bam.RData.2
chr13 33640493 34035879 29093981 40585677 ww-wc ERR2268510_.trimmed.mdup.bam.RData.3
chr2 86910594 87023708 85444989 94778858 wc-cc ERR2268511_.trimmed.mdup.bam.RData.1
chr3 138146126 138388195 137121532 138826500 ww-wc ERR2268511_.trimmed.mdup.bam.RData.2
chr3 189289882 189468733 189144369 189969461 wc-cc ERR2268511_.trimmed.mdup.bam.RData.3
chr6 69838584 70344907 68953318 71491077 cc-wc ERR2268511_.trimmed.mdup.bam.RData.4
chr8 6907687 6954714 5971279 8643027 wc-ww ERR2268511_.trimmed.mdup.bam.RData.5
chr8 13749600 13771541 13239737 14305959 ww-wc ERR2268511_.trimmed.mdup.bam.RData.6
chr9 123414467 123963706 121984908 125350871 wc-cc ERR2268511_.trimmed.mdup.bam.RData.7
chr12 113876049 115985936 112979134 117007928 ww-wc ERR2268511_.trimmed.mdup.bam.RData.8
chr3 88202874 93075832 87358992 93470744 cc-wc ERR2268512_.trimmed.mdup.bam.RData.1
chr3 94320739 97499579 90539833 98133121 wc-cc ERR2268512_.trimmed.mdup.bam.RData.2
chr5 113592052 113622891 113070075 116685165 ww-wc ERR2268512_.trimmed.mdup.bam.RData.3
chr8 6090279 6100326 5526494 8908808 wc-cc ERR2268512_.trimmed.mdup.bam.RData.4
chr8 13276047 13339267 10637609 13884007 cc-wc ERR2268512_.trimmed.mdup.bam.RData.5
chr8 32994940 33149838 31931791 33883305 wc-ww ERR2268512_.trimmed.mdup.bam.RData.6
chr9 36851827 40882145 35854688 63350252 cc-wc ERR2268512_.trimmed.mdup.bam.RData.7
chr9 64089010 69244617 63350152 69456987 wc-cc ERR2268512_.trimmed.mdup.bam.RData.8
chr12 20321133 21074045 19926834 21543839 wc-cc ERR2268512_.trimmed.mdup.bam.RData.9
chr18 21216513 21285839 15384778 22000391 cc-wc ERR2268512_.trimmed.mdup.bam.RData.10
chr20 38566262 38585492 38291979 39160635 ww-wc ERR2268512_.trimmed.mdup.bam.RData.11
chrX 7233687 8002124 755994 9147219 wc-cc ERR2268512_.trimmed.mdup.bam.RData.12
chr3 55546797 56520207 55116143 57500528 wc-ww ERR2268513_.trimmed.mdup.bam.RData.1
chr8 6836093 6842815 6105867 9312646 wc-ww ERR2268513_.trimmed.mdup.bam.RData.2
chr8 13368847 13744690 11315736 14725211 ww-wc ERR2268513_.trimmed.mdup.bam.RData.3
chr8 87073208 87115540 86505769 87945706 wc-cc ERR2268513_.trimmed.mdup.bam.RData.4
chr9 11574901 12289831 11054438 12939450 ww-wc ERR2268513_.trimmed.mdup.bam.RData.5
chr17 29801616 29803374 28764787 31060964 cc-wc ERR2268513_.trimmed.mdup.bam.RData.6
chr18 30603918 31658472 29453376 32489246 ww-wc ERR2268513_.trimmed.mdup.bam.RData.7
chr1 119106404 124287353 118749670 149845363 cc-wc ERR2268514_.trimmed.mdup.bam.RData.1
chr4 101088343 101240785 100541458 102890469 cc-wc ERR2268514_.trimmed.mdup.bam.RData.2
chr7 22711993 24742489 21534651 25283351 wc-ww ERR2268514_.trimmed.mdup.bam.RData.3
chr9 35152448 39838731 34741848 42925809 ww-wc ERR2268514_.trimmed.mdup.bam.RData.4
chr9 63977878 69768010 43169144 70177363 wc-ww ERR2268514_.trimmed.mdup.bam.RData.5
chr11 61710736 62123768 60223343 62917751 wc-ww ERR2268514_.trimmed.mdup.bam.RData.6
chr12 84299428 84661487 83655228 87100393 wc-cc ERR2268514_.trimmed.mdup.bam.RData.7
chr12 88044316 88150076 87813112 88569794 cc-wc ERR2268514_.trimmed.mdup.bam.RData.8
chrX 126114897 126911304 125234993 128742551 ww-wc ERR2268514_.trimmed.mdup.bam.RData.9
chr1 77877071 78039367 77363118 78844713 wc-cc ERR2268515_.trimmed.mdup.bam.RData.1
chr1 119479830 120399811 118859179 149490935 cc-wc ERR2268515_.trimmed.mdup.bam.RData.2
chr1 148276377 150273466 145888081 150470903 wc-cc ERR2268515_.trimmed.mdup.bam.RData.3
chr2 8809754 9083558 8065503 9838976 wc-ww ERR2268515_.trimmed.mdup.bam.RData.4
chr3 35307394 35328509 34320661 36249205 wc-ww ERR2268515_.trimmed.mdup.bam.RData.5
chr4 184250071 184530958 182756277 186291378 wc-ww ERR2268515_.trimmed.mdup.bam.RData.6
chr6 36458222 36510307 35080027 36686654 wc-cc ERR2268515_.trimmed.mdup.bam.RData.7
chr8 5615582 8281576 5391945 9106513 ww-wc ERR2268515_.trimmed.mdup.bam.RData.8
chr8 11913839 13379924 11321133 14172153 wc-ww ERR2268515_.trimmed.mdup.bam.RData.9
chr9 35866228 40901693 34470490 65068789 cc-wc ERR2268515_.trimmed.mdup.bam.RData.10
chr9 67416862 71304106 44006528 71564705 wc-cc ERR2268515_.trimmed.mdup.bam.RData.11
chr12 119617779 120450171 119071911 122519955 cc-wc ERR2268515_.trimmed.mdup.bam.RData.12
chr17 72792261 74528449 72335830 74742254 wc-cc ERR2268515_.trimmed.mdup.bam.RData.13
chr1 5861176 5867396 5716213 6387908 ww-wc ERR2268516_.trimmed.mdup.bam.RData.1
chr2 183582198 184093333 182386250 185060049 wc-cc ERR2268516_.trimmed.mdup.bam.RData.2
chr4 178576592 178600790 177662964 179913814 cc-wc ERR2268516_.trimmed.mdup.bam.RData.3
chr5 21604892 21797496 19019074 23516211 wc-ww ERR2268516_.trimmed.mdup.bam.RData.4
chr5 31660847 31988506 29687111 32501498 ww-wc ERR2268516_.trimmed.mdup.bam.RData.5
chr6 94296392 95275807 91567078 95600428 cc-wc ERR2268516_.trimmed.mdup.bam.RData.6
chr8 7121404 8260143 6871151 9244839 cc-wc ERR2268516_.trimmed.mdup.bam.RData.7
chr12 56113791 57543785 55748486 58228386 wc-ww ERR2268516_.trimmed.mdup.bam.RData.8
chr12 61407207 61407964 58000438 62111187 ww-wc ERR2268516_.trimmed.mdup.bam.RData.9
chr14 98597152 98816906 98298414 99143795 cc-wc ERR2268516_.trimmed.mdup.bam.RData.10
chr16 62935995 63048369 62540666 65522204 ww-wc ERR2268516_.trimmed.mdup.bam.RData.11
chr19 11025227 11246723 10272937 11877253 wc-ww ERR2268516_.trimmed.mdup.bam.RData.12
chr20 35954799 36191227 34730641 36689027 ww-wc ERR2268516_.trimmed.mdup.bam.RData.13
chr21 15989960 16176662 6542962 16696832 wc-cc ERR2268516_.trimmed.mdup.bam.RData.14
chrX 4977944 5035522 971938 5962070 wc-cc ERR2268516_.trimmed.mdup.bam.RData.15
chr1 206809341 206941967 206512971 207167785 wc-ww ERR2268517_.trimmed.mdup.bam.RData.1
chr1 238165241 238258998 238051727 238523062 ww-wc ERR2268517_.trimmed.mdup.bam.RData.2
chr3 89945542 93470355 89601397 93470634 ww-wc ERR2268517_.trimmed.mdup.bam.RData.3
chr3 93470793 94713507 93470579 94857715 wc-ww ERR2268517_.trimmed.mdup.bam.RData.4
chr3 172159167 172231100 171890630 172774876 ww-wc ERR2268517_.trimmed.mdup.bam.RData.5
chr3 184041832 184246981 183666355 184534431 wc-ww ERR2268517_.trimmed.mdup.bam.RData.6
chr3 187531433 187546187 186759415 188123795 ww-wc ERR2268517_.trimmed.mdup.bam.RData.7
chr6 165426935 165685975 165274721 165780805 wc-ww ERR2268517_.trimmed.mdup.bam.RData.8
chr8 8352378 8356379 6834001 8772986 cc-wc ERR2268517_.trimmed.mdup.bam.RData.9
chr8 11874438 12132918 11623216 12912532 wc-cc ERR2268517_.trimmed.mdup.bam.RData.10
chr8 57779285 58231125 57499374 59288883 cc-wc ERR2268517_.trimmed.mdup.bam.RData.11
chr9 99757936 99787858 99561894 100369400 cc-wc ERR2268517_.trimmed.mdup.bam.RData.12
chr21 14938969 15310861 9789450 15510179 wc-ww ERR2268517_.trimmed.mdup.bam.RData.13
chrX 16509220 16810061 14485819 20027132 cc-ww ERR2268517_.trimmed.mdup.bam.RData.14
chr1 81726420 82240071 81284061 82553285 wc-ww ERR2268518_.trimmed.mdup.bam.RData.1
chr1 119974006 122364623 119728335 123161941 ww-wc ERR2268518_.trimmed.mdup.bam.RData.2
chr1 148413663 150079257 145981977 150995510 wc-ww ERR2268518_.trimmed.mdup.bam.RData.3
chr2 167772469 167972279 167301646 168353575 wc-ww ERR2268518_.trimmed.mdup.bam.RData.4
chr5 159279219 159312861 156698207 159782413 wc-ww ERR2268518_.trimmed.mdup.bam.RData.5
chr8 83566991 83792532 83196730 85003642 wc-ww ERR2268518_.trimmed.mdup.bam.RData.6
chr1 234913930 235330697 234588077 235696246 wc-ww ERR2268519_.trimmed.mdup.bam.RData.1
chr2 28521600 29492190 28146631 29661551 ww-wc ERR2268519_.trimmed.mdup.bam.RData.2
chr2 168256683 168449693 167934083 168948508 wc-ww ERR2268519_.trimmed.mdup.bam.RData.3
chr4 107639123 108032281 107488135 108419720 wc-ww ERR2268519_.trimmed.mdup.bam.RData.4
chr7 77825570 78656141 75695526 78950104 cc-wc ERR2268519_.trimmed.mdup.bam.RData.5
chr8 88819303 88902681 88051852 90039161 wc-ww ERR2268519_.trimmed.mdup.bam.RData.6
chr16 34155678 34571518 28588907 34591944 ww-cc ERR2268519_.trimmed.mdup.bam.RData.7
chr16 46637168 46686243 46380960 48234613 cc-ww ERR2268519_.trimmed.mdup.bam.RData.8
chr19 23498640 23690834 23207708 24290275 wc-ww ERR2268519_.trimmed.mdup.bam.RData.9
chr20 49306887 49606073 49044409 49877612 wc-cc ERR2268519_.trimmed.mdup.bam.RData.10
chrY 13972620 14269874 5625043 14676304 wc-ww ERR2268519_.trimmed.mdup.bam.RData.11
chr1 123755708 123822781 119745619 124087609 cc-wc ERR2268520_.trimmed.mdup.bam.RData.1
chr1 148977842 149594720 145957176 150474877 wc-cc ERR2268520_.trimmed.mdup.bam.RData.2
chr3 87745111 92286549 87186199 93470794 ww-wc ERR2268520_.trimmed.mdup.bam.RData.3
chr3 93871862 97219055 10016 97749929 wc-ww ERR2268520_.trimmed.mdup.bam.RData.4
chr5 4866097 4962349 4355455 5855429 ww-wc ERR2268520_.trimmed.mdup.bam.RData.5
chr5 50049968 50312834 46082748 50743294 wc-ww ERR2268520_.trimmed.mdup.bam.RData.6
chr5 107626183 107805324 106952672 108757974 ww-wc ERR2268520_.trimmed.mdup.bam.RData.7
chr6 41555482 41899835 41213522 42414627 cc-wc ERR2268520_.trimmed.mdup.bam.RData.8
chr6 60581031 60683136 57319324 61242325 wc-cc ERR2268520_.trimmed.mdup.bam.RData.9
chr8 6913018 8053887 6721558 8442570 cc-wc ERR2268520_.trimmed.mdup.bam.RData.10
chr8 11775480 12031046 11510602 13224581 wc-cc ERR2268520_.trimmed.mdup.bam.RData.11
chr9 37653934 39560054 37507046 64940304 ww-wc ERR2268520_.trimmed.mdup.bam.RData.12
chr9 66803106 69947831 61682001 70208506 wc-ww ERR2268520_.trimmed.mdup.bam.RData.13
chr10 122723144 122766351 122235997 122871567 wc-cc ERR2268520_.trimmed.mdup.bam.RData.14
chr11 65120531 65933960 65010749 67271715 ww-wc ERR2268520_.trimmed.mdup.bam.RData.15
chr15 43317522 43354147 42098640 45694696 wc-ww ERR2268520_.trimmed.mdup.bam.RData.16
chr15 46501087 46662200 45694596 46992168 ww-wc ERR2268520_.trimmed.mdup.bam.RData.17
chr16 30327348 34574297 27024885 36813417 cc-ww ERR2268520_.trimmed.mdup.bam.RData.18
chr16 46398986 47359646 34595414 50248558 ww-cc ERR2268520_.trimmed.mdup.bam.RData.19
chrY 13580210 13769396 5640280 14628734 wc-ww ERR2268520_.trimmed.mdup.bam.RData.20
chr1 122953895 123027610 119695478 123273508 ww-wc ERR2268521_.trimmed.mdup.bam.RData.1
chr1 148976154 149634126 146028610 151264030 wc-ww ERR2268521_.trimmed.mdup.bam.RData.2
chr3 58711571 58747904 57799105 59472652 cc-wc ERR2268521_.trimmed.mdup.bam.RData.3
chr3 179646636 179666195 178124552 180243101 wc-ww ERR2268521_.trimmed.mdup.bam.RData.4
chr5 21847158 21888309 20078198 22668596 wc-ww ERR2268521_.trimmed.mdup.bam.RData.5
chr5 36801306 36920482 36290444 38104632 ww-wc ERR2268521_.trimmed.mdup.bam.RData.6
chr5 99155887 99292474 97165715 99589084 wc-ww ERR2268521_.trimmed.mdup.bam.RData.7
chr6 137011077 137049356 136665771 137702499 wc-ww ERR2268521_.trimmed.mdup.bam.RData.8
chr8 6331209 9331983 6067972 10503913 cc-wc ERR2268521_.trimmed.mdup.bam.RData.9
chr8 12648172 13940400 11627415 14295287 wc-cc ERR2268521_.trimmed.mdup.bam.RData.10
chr9 36037702 40834352 35360418 138116632 ww-wc ERR2268521_.trimmed.mdup.bam.RData.11
chr9 66788167 70322986 261557 71390381 wc-ww ERR2268521_.trimmed.mdup.bam.RData.12
chr12 8512748 8789181 7873785 9661231 cc-wc ERR2268521_.trimmed.mdup.bam.RData.13
chr12 22086026 22087300 20307289 22675912 wc-cc ERR2268521_.trimmed.mdup.bam.RData.14
chr15 31802329 32893596 31385090 33441269 ww-wc ERR2268521_.trimmed.mdup.bam.RData.15
chr16 28209556 28524173 27678264 36336764 cc-wc ERR2268521_.trimmed.mdup.bam.RData.16
chr16 46399166 46603349 36336665 47012757 wc-cc ERR2268521_.trimmed.mdup.bam.RData.17
chr17 53103586 53535769 52410366 54267975 wc-ww ERR2268521_.trimmed.mdup.bam.RData.18
chr20 14463260 14740830 12014227 15960529 wc-ww ERR2268521_.trimmed.mdup.bam.RData.19
chr21 40231699 40321095 40016178 42326616 wc-cc ERR2268521_.trimmed.mdup.bam.RData.20
chr1 118791056 123533969 117874763 149749974 cc-wc ERR2268522_.trimmed.mdup.bam.RData.1
chr1 148163343 153490686 145608124 154895576 wc-cc ERR2268522_.trimmed.mdup.bam.RData.2
chr3 7716740 8416219 7323479 8941091 ww-wc ERR2268522_.trimmed.mdup.bam.RData.3
chr4 35705841 35913078 33559587 36510175 wc-cc ERR2268522_.trimmed.mdup.bam.RData.4
chr4 161998607 162066936 161419968 163245601 cc-wc ERR2268522_.trimmed.mdup.bam.RData.5
chr5 57547294 57814786 56391311 59017166 wc-cc ERR2268522_.trimmed.mdup.bam.RData.6
chr6 61191424 61379395 58178337 62801151 wc-cc ERR2268522_.trimmed.mdup.bam.RData.7
chr8 6941515 8241973 6363264 9473613 wc-ww ERR2268522_.trimmed.mdup.bam.RData.8
chr8 11994580 12711850 11467612 14510860 ww-wc ERR2268522_.trimmed.mdup.bam.RData.9
chr10 14092325 14309163 13059237 15081963 ww-wc ERR2268522_.trimmed.mdup.bam.RData.10
chr11 8850891 9628675 7646205 10153110 cc-wc ERR2268522_.trimmed.mdup.bam.RData.11
chr13 92939576 93319120 92349366 94361329 ww-wc ERR2268522_.trimmed.mdup.bam.RData.12
chr20 21568125 28749171 20409141 29242453 ww-wc ERR2268522_.trimmed.mdup.bam.RData.13
chr20 30979356 35528396 152619 36237762 wc-ww ERR2268522_.trimmed.mdup.bam.RData.14
chr1 122969851 123310804 120497905 124109164 ww-wc ERR2268523_.trimmed.mdup.bam.RData.1
chr1 148372462 150030414 146412360 150343076 wc-ww ERR2268523_.trimmed.mdup.bam.RData.2
chr2 56712230 57083194 56328817 57358934 wc-ww ERR2268523_.trimmed.mdup.bam.RData.3
chr3 178315046 178323734 177889764 178579427 wc-cc ERR2268523_.trimmed.mdup.bam.RData.4
chr5 87070546 87194076 86621436 87988490 ww-wc ERR2268523_.trimmed.mdup.bam.RData.5
chr6 95322667 95391802 94810062 95834653 wc-ww ERR2268523_.trimmed.mdup.bam.RData.6
chr8 7790417 8447483 6250628 9071711 wc-cc ERR2268523_.trimmed.mdup.bam.RData.7
chr8 11974460 12787674 11835997 13870067 cc-wc ERR2268523_.trimmed.mdup.bam.RData.8
chr8 91346873 91445080 91087987 91804948 wc-cc ERR2268523_.trimmed.mdup.bam.RData.9
chr10 3317327 3392386 3242551 3924455 wc-ww ERR2268523_.trimmed.mdup.bam.RData.10
chr10 5612008 5623756 4219390 6377823 ww-wc ERR2268523_.trimmed.mdup.bam.RData.11
chr11 47352386 49724012 47026082 134978791 ww-wc ERR2268523_.trimmed.mdup.bam.RData.12
chr11 50212954 55627624 242067 56146922 wc-ww ERR2268523_.trimmed.mdup.bam.RData.13
chr20 25616237 28494861 25173188 28899567 cc-wc ERR2268523_.trimmed.mdup.bam.RData.14
chr20 30929015 31562059 29883610 31980526 wc-cc ERR2268523_.trimmed.mdup.bam.RData.15
chrX 83156336 83410385 80895977 84742051 ww-cc ERR2268523_.trimmed.mdup.bam.RData.16
chr1 122544656 122912775 120952397 123922280 cc-wc ERR2268524_.trimmed.mdup.bam.RData.1
chr1 148999906 149554752 148011388 150216933 wc-cc ERR2268524_.trimmed.mdup.bam.RData.2
chr1 241218395 241246804 240886501 241459465 cc-wc ERR2268524_.trimmed.mdup.bam.RData.3
chr2 211549274 211771823 210456586 212088557 cc-wc ERR2268524_.trimmed.mdup.bam.RData.4
chr4 115149216 115228703 114718443 115991857 wc-cc ERR2268524_.trimmed.mdup.bam.RData.5
