Chromosome	start	end	transition	aneuploidy	index	callType
chr17	40576454	40576651	WW->WC	2	ERR2265692.mdup	filt-walker
chr17	43251674	43315720	WC->WW	2	ERR2265692.mdup	filt-walker
chr17	68192327	68237382	WW->WC	2	ERR2265692.mdup	filt-walker
chr18	20880000	21080000	WC->CC	2	ERR2265692.mdup	filt-200k
chr18	44120389	44129514	CC->WC	2	ERR2265692.mdup	filt-walker
chr20	18398621	18413472	CC->WC	2	ERR2265692.mdup	filt-walker
chrX	30455555	30522355	WC->WW	2	ERR2265692.mdup	filt-walker
chr1	168317524	168318344	WC->WW	2	ERR2265693.mdup	filt-walker
chr1	173682370	173692890	WW->WC	2	ERR2265693.mdup	filt-walker
chr2	229735244	229740126	CC->WC	2	ERR2265693.mdup	filt-walker
chr3	48582665	48598370	WC->WW	2	ERR2265693.mdup	filt-walker
chr3	65278466	65281765	WW->WC	2	ERR2265693.mdup	filt-walker
chr4	51040000	51320000	WC->WW	2	ERR2265693.mdup	filt-280k
chr8	7351567	7355716	WW->WC	2	ERR2265693.mdup	filt-walker
chr8	12580923	12595910	WC->WW	2	ERR2265693.mdup	filt-walker
chr8	37092420	37129376	WW->WC	2	ERR2265693.mdup	filt-walker
chr9	40722771	40846035	CC->WC	2	ERR2265693.mdup	filt-walker
chr10	102160168	102162091	WW->WC	2	ERR2265693.mdup	filt-walker
chr10	112828213	112829802	WC->WW	2	ERR2265693.mdup	filt-walker
chr12	28067657	28082268	WC->WW	2	ERR2265693.mdup	filt-walker
chr14	67531141	67562382	WW->WC	2	ERR2265693.mdup	filt-walker
chr17	29480000	29680000	WC->WW	2	ERR2265693.mdup	filt-200k
chr20	3120000	3360000	WC->WW	2	ERR2265693.mdup	filt-240k
chrX	68941413	68947606	CC->WC	2	ERR2265693.mdup	filt-walker
chrX	136477837	136481825	WC->CC	2	ERR2265693.mdup	filt-walker
chr1	36304019	36306924	WC->CC	2	ERR2265694.mdup	filt-walker
chr1	169556871	169576440	CC->WC	2	ERR2265694.mdup	filt-walker
chr2	230506584	230521819	WC->WW	2	ERR2265694.mdup	filt-walker
chr3	11862125	11901495	WC->CC	2	ERR2265694.mdup	filt-walker
chr3	170093664	170094399	CC->WC	2	ERR2265694.mdup	filt-walker
chr5	35042332	35052770	WC->CC	2	ERR2265694.mdup	filt-walker
chr5	63688115	63705135	CC->WC	2	ERR2265694.mdup	filt-walker
chr5	148738876	148747606	WC->WW	2	ERR2265694.mdup	filt-walker
chr5	154495879	154510746	WW->WC	2	ERR2265694.mdup	filt-walker
chr6	33249455	33255255	WW->WC	2	ERR2265694.mdup	filt-walker
chr6	72384750	72418398	WC->WW	2	ERR2265694.mdup	filt-walker
chr6	113919285	113970525	WW->WC	2	ERR2265694.mdup	filt-walker
chr7	68566042	68569517	WC->CC	2	ERR2265694.mdup	filt-walker
chr7	105623030	105681749	CC->WC	2	ERR2265694.mdup	filt-walker
chr7	133759397	133783610	WC->CC	2	ERR2265694.mdup	filt-walker
chr8	8097192	8234263	WC->CC	2	ERR2265694.mdup	filt-walker
chr8	12513847	12547705	CC->WC	2	ERR2265694.mdup	filt-walker
chr8	94319670	94321669	WC->CC	2	ERR2265694.mdup	filt-walker
chr10	7444747	7480392	WC->WW	2	ERR2265694.mdup	filt-walker
chr10	11573615	11589992	WW->WC	2	ERR2265694.mdup	filt-walker
chr10	50097384	50104466	WC->WW	2	ERR2265694.mdup	filt-walker
chr10	76522838	76546098	WW->WC	2	ERR2265694.mdup	filt-walker
chr10	115766402	115780918	WC->CC	2	ERR2265694.mdup	filt-walker
chr10	122024469	122048119	CC->WC	2	ERR2265694.mdup	filt-walker
chr11	30140495	30197252	WC->WW	2	ERR2265694.mdup	filt-walker
chr11	76231081	76244151	WW->WC	2	ERR2265694.mdup	filt-walker
chr11	79497072	79504218	WC->WW	2	ERR2265694.mdup	filt-walker
chr11	105118693	105133746	WW->WC	2	ERR2265694.mdup	filt-walker
chr12	19483068	19493765	CC->WC	2	ERR2265694.mdup	filt-walker
chr12	50880742	50905502	WC->CC	2	ERR2265694.mdup	filt-walker
chr13	64398205	64409883	WC->CC	2	ERR2265694.mdup	filt-walker
chr14	29214680	29218051	WC->CC	2	ERR2265694.mdup	filt-walker
chr14	61193970	61205159	CC->WC	2	ERR2265694.mdup	filt-walker
chr14	100786229	100841084	WC->CC	2	ERR2265694.mdup	filt-walker
chr17	67289817	67374870	CC->WC	2	ERR2265694.mdup	filt-walker
chr18	73879222	73888482	WW->WC	2	ERR2265694.mdup	filt-walker
chr19	8066462	8077217	WC->CC	2	ERR2265694.mdup	filt-walker
chr19	19098933	19114237	CC->WC	2	ERR2265694.mdup	filt-walker
chrX	55015607	55025076	WC->WW	2	ERR2265694.mdup	filt-walker
chr1	119476022	119476099	WW->WC	2	ERR2265695.mdup	filt-walker
chr1	165490214	165492550	WC->CC	2	ERR2265695.mdup	filt-walker
chr2	41190599	41212620	WW->WC	2	ERR2265695.mdup	filt-walker
chr2	64438385	64463101	WC->CC	2	ERR2265695.mdup	filt-walker
chr3	52594596	52604246	WC->CC	2	ERR2265695.mdup	filt-walker
chr3	149677725	149679222	CC->WC	2	ERR2265695.mdup	filt-walker
chr3	158112115	158114913	WC->CC	2	ERR2265695.mdup	filt-walker
chr7	47320801	47322924	WC->WW	2	ERR2265695.mdup	filt-walker
chr8	8163184	8174860	WC->CC	2	ERR2265695.mdup	filt-walker
chr8	11960000	12240000	CC->WC	2	ERR2265695.mdup	filt-280k
chr9	33610913	33619173	WW->WC	2	ERR2265695.mdup	filt-walker
chr9	92032972	92033825	WC->CC	2	ERR2265695.mdup	filt-walker
chr10	125002575	125004145	WC->WW	2	ERR2265695.mdup	filt-walker
chr11	122037934	122040457	CC->WC	2	ERR2265695.mdup	filt-walker
chr12	23843142	23843263	WW->WC	2	ERR2265695.mdup	filt-walker
chr15	60857031	60857986	WC->WW	2	ERR2265695.mdup	filt-walker
chr15	76241520	76242465	WW->WC	2	ERR2265695.mdup	filt-walker
chr16	14777722	14882842	WW->WC	2	ERR2265695.mdup	filt-walker
chr16	36335101	36471672	WC->CC	2	ERR2265695.mdup	filt-walker
chr16	63009776	63014226	CC->WC	2	ERR2265695.mdup	filt-walker
chr17	26885752	26885758	WC->WW	2	ERR2265695.mdup	filt-walker
chr17	37268627	37280978	WW->WC	2	ERR2265695.mdup	filt-walker
chr17	51319896	51333721	WC->WW	2	ERR2265695.mdup	filt-walker
chr18	10317866	10319503	WC->CC	2	ERR2265695.mdup	filt-walker
chr18	48848631	48856244	CC->WC	2	ERR2265695.mdup	filt-walker
chr20	60808252	60812886	WW->WC	2	ERR2265695.mdup	filt-walker
chrX	106139380	106156229	CC->WC	2	ERR2265695.mdup	filt-walker
chr1	25284586	25348710	CC->WC	2	ERR2265697.mdup	filt-walker
chr1	54002789	54006039	WC->WW	2	ERR2265697.mdup	filt-walker
chr1	93107410	93113401	WW->WC	2	ERR2265697.mdup	filt-walker
chr1	187887191	187889066	WC->WW	2	ERR2265697.mdup	filt-walker
chr1	204592186	204598753	WW->WC	2	ERR2265697.mdup	filt-walker
chr1	225417943	225421446	WC->CC	2	ERR2265697.mdup	filt-walker
chr3	90424720	90425758	WW->WC	2	ERR2265697.mdup	filt-walker
chr3	178531204	178539952	WC->CC	2	ERR2265697.mdup	filt-walker
chr4	41300179	41305308	WC->WW	2	ERR2265697.mdup	filt-walker
chr5	31315323	31319567	WC->WW	2	ERR2265697.mdup	filt-walker
chr5	61770865	61779142	WW->WC	2	ERR2265697.mdup	filt-walker
chr6	39654007	39654402	WW->WC	2	ERR2265697.mdup	filt-walker
chr6	102401384	102406820	WC->CC	2	ERR2265697.mdup	filt-walker
chr7	23223101	23235505	WC->CC	2	ERR2265697.mdup	filt-walker
chr8	7312083	7349168	WW->WC	2	ERR2265697.mdup	filt-walker
chr9	36072572	36076800	WC->WW	2	ERR2265697.mdup	filt-walker
chr9	94000945	94002101	WW->WC	2	ERR2265697.mdup	filt-walker
chr10	49375419	49386235	WC->WW	2	ERR2265697.mdup	filt-walker
chr12	128812024	128815139	CC->WC	2	ERR2265697.mdup	filt-walker
chr14	60329728	60335732	WC->CC	2	ERR2265697.mdup	filt-walker
chr16	36280000	36480000	WC->WW	2	ERR2265697.mdup	filt-200k
chr17	38295652	38306245	WW->WC	2	ERR2265697.mdup	filt-walker
chr17	43240000	43440000	WC->WW	2	ERR2265697.mdup	filt-200k
chr17	45565121	45578655	WW->WC	2	ERR2265697.mdup	filt-walker
chr18	2807382	2836211	WC->WW	2	ERR2265697.mdup	filt-walker
chr18	60481187	60490492	WW->WC	2	ERR2265697.mdup	filt-walker
chr20	4130738	4141786	WC->CC	2	ERR2265697.mdup	filt-walker
chrX	98017804	98047537	WC->WW	2	ERR2265697.mdup	filt-walker
chr1	91710890	91713811	CC->WC	2	ERR2265698.mdup	filt-walker
chr2	100113129	100113605	CC->WC	2	ERR2265698.mdup	filt-walker
chr2	118503381	118523892	WC->WW	2	ERR2265698.mdup	filt-walker
chr2	188506864	188514374	WW->WC	2	ERR2265698.mdup	filt-walker
chr3	103939781	103950379	WW->WC	2	ERR2265698.mdup	filt-walker
chr3	169928626	169939931	WC->WW	2	ERR2265698.mdup	filt-walker
chr4	160247129	160271151	CC->WC	2	ERR2265698.mdup	filt-walker
chr5	68394388	68396274	WC->WW	2	ERR2265698.mdup	filt-walker
chr5	96555067	96582067	WW->WC	2	ERR2265698.mdup	filt-walker
chr5	150555103	150559690	WC->WW	2	ERR2265698.mdup	filt-walker
chr6	25519908	25567887	WC->CC	2	ERR2265698.mdup	filt-walker
chr6	58430269	58449494	CC->WC	2	ERR2265698.mdup	filt-walker
chr6	102953477	102972841	WC->CC	2	ERR2265698.mdup	filt-walker
chr7	109394964	109410494	WC->WW	2	ERR2265698.mdup	filt-walker
chr8	8223113	8229201	WC->CC	2	ERR2265698.mdup	filt-walker
chr8	27785301	27792177	CC->WC	2	ERR2265698.mdup	filt-walker
chr10	61829258	61830426	WW->WC	2	ERR2265698.mdup	filt-walker
chr10	120851723	120854435	WC->WW	2	ERR2265698.mdup	filt-walker
chr12	48051265	48061739	CC->WC	2	ERR2265698.mdup	filt-walker
chr12	56318253	56319750	WC->CC	2	ERR2265698.mdup	filt-walker
chr12	120064379	120065349	CC->WC	2	ERR2265698.mdup	filt-walker
chr16	22696311	22698804	WC->WW	2	ERR2265698.mdup	filt-walker
chr16	56262840	56267770	WW->WC	2	ERR2265698.mdup	filt-walker
chr17	37880645	38277131	WC->CC	2	ERR2265698.mdup	filt-walker
chr17	43333683	43337254	CC->WC	2	ERR2265698.mdup	filt-walker
chr18	51596173	51601906	CC->WC	2	ERR2265698.mdup	filt-walker
chr20	43567654	43570312	WC->WW	2	ERR2265698.mdup	filt-walker
chr22	24202680	24203595	WW->WC	2	ERR2265698.mdup	filt-walker
chr1	19307719	19308293	WC->CC	2	ERR2265699.mdup	filt-walker
chr1	189987015	189990360	CC->WC	2	ERR2265699.mdup	filt-walker
chr3	136366320	136379688	WW->WC	2	ERR2265699.mdup	filt-walker
chr4	18252107	18272664	CC->WC	2	ERR2265699.mdup	filt-walker
chr5	67489236	67491252	WW->WC	2	ERR2265699.mdup	filt-walker
chr6	16159223	16166305	WC->CC	2	ERR2265699.mdup	filt-walker
chr6	70991111	70994684	CC->WC	2	ERR2265699.mdup	filt-walker
chr6	126066465	126080765	WC->WW	2	ERR2265699.mdup	filt-walker
chr8	8120000	8360000	WC->CC	2	ERR2265699.mdup	filt-240k
chr8	12391461	12439617	CC->WC	2	ERR2265699.mdup	filt-walker
chr8	37844412	37854578	WC->WW	2	ERR2265699.mdup	filt-walker
chr8	93438944	93446769	WW->WC	2	ERR2265699.mdup	filt-walker
chr9	8225460	8232563	WC->CC	2	ERR2265699.mdup	filt-walker
chr9	39557531	39571377	CC->WC	2	ERR2265699.mdup	filt-walker
chr9	109520494	109528470	WC->CC	2	ERR2265699.mdup	filt-walker
chr10	18045599	18045853	CC->WC	2	ERR2265699.mdup	filt-walker
chr11	129625919	129626553	WC->CC	2	ERR2265699.mdup	filt-walker
chr12	5236867	5239586	WC->WW	2	ERR2265699.mdup	filt-walker
chr14	44914546	45013489	WC->CC	2	ERR2265699.mdup	filt-walker
chr14	91591375	91682658	CC->WC	2	ERR2265699.mdup	filt-walker
chr15	61320282	61324898	WC->CC	2	ERR2265699.mdup	filt-walker
chr19	43303018	43325300	CC->WC	2	ERR2265699.mdup	filt-walker
chr20	30254709	30273557	WC->WW	2	ERR2265699.mdup	filt-walker
chr20	53268221	53270519	WW->WC	2	ERR2265699.mdup	filt-walker
chr1	30975030	30995011	WC->WW	2	ERR2265700.mdup	filt-walker
chr1	226089341	226119799	WW->WC	2	ERR2265700.mdup	filt-walker
chr2	176397474	176411242	WC->CC	2	ERR2265700.mdup	filt-walker
chr2	186129884	186162900	CC->WC	2	ERR2265700.mdup	filt-walker
chr4	18291476	18316363	WW->WC	2	ERR2265700.mdup	filt-walker
chr4	60435142	60482738	WC->WW	2	ERR2265700.mdup	filt-walker
chr4	113504439	113516874	WW->WC	2	ERR2265700.mdup	filt-walker
chr4	177465689	177472328	WC->CC	2	ERR2265700.mdup	filt-walker
chr5	41648176	41649208	CC->WC	2	ERR2265700.mdup	filt-walker
chr5	55634605	55638622	WC->WW	2	ERR2265700.mdup	filt-walker
chr5	102607749	102615806	WW->WC	2	ERR2265700.mdup	filt-walker
chr5	154010215	154017963	WC->WW	2	ERR2265700.mdup	filt-walker
chr5	172402497	172403798	WW->WC	2	ERR2265700.mdup	filt-walker
chr5	176862261	176862487	WC->WW	2	ERR2265700.mdup	filt-walker
chr7	105153832	105155395	WW->WC	2	ERR2265700.mdup	filt-walker
chr7	108590938	108601375	WC->WW	2	ERR2265700.mdup	filt-walker
chr7	128387625	128406562	WW->WC	2	ERR2265700.mdup	filt-walker
chr7	144769536	144800992	WC->WW	2	ERR2265700.mdup	filt-walker
chr7	149583086	149585513	WW->WC	2	ERR2265700.mdup	filt-walker
chr8	7379538	7379599	CC->WC	2	ERR2265700.mdup	filt-walker
chr8	12224880	12380836	WC->CC	2	ERR2265700.mdup	filt-walker
chr8	19129128	19141220	CC->WC	2	ERR2265700.mdup	filt-walker
chr8	66996392	67019971	WC->WW	2	ERR2265700.mdup	filt-walker
chr8	89298561	89316696	WW->WC	2	ERR2265700.mdup	filt-walker
chr9	26439071	26450260	WC->CC	2	ERR2265700.mdup	filt-walker
chr9	40560000	40840000	CC->WC	2	ERR2265700.mdup	filt-280k
chr10	38980076	38983205	CC->WC	2	ERR2265700.mdup	filt-walker
chr10	53088725	53091867	WC->CC	2	ERR2265700.mdup	filt-walker
chr10	69374383	69383824	CC->WC	2	ERR2265700.mdup	filt-walker
chr10	79312544	79325165	WC->WW	2	ERR2265700.mdup	filt-walker
chr10	117841732	117847281	WW->WC	2	ERR2265700.mdup	filt-walker
chr11	4907619	4910454	WW->WC	2	ERR2265700.mdup	filt-walker
chr11	42284694	42288629	WC->CC	2	ERR2265700.mdup	filt-walker
chr11	107888780	107900105	CC->WC	2	ERR2265700.mdup	filt-walker
chr13	95383867	95388525	WC->CC	2	ERR2265700.mdup	filt-walker
chr14	39878812	39886206	CC->WC	2	ERR2265700.mdup	filt-walker
chr15	34995597	35000917	WC->CC	2	ERR2265700.mdup	filt-walker
chr15	71132744	71133575	CC->WC	2	ERR2265700.mdup	filt-walker
chr16	4412627	4425349	WC->WW	2	ERR2265700.mdup	filt-walker
chr17	16720801	16753704	WW->WC	2	ERR2265700.mdup	filt-walker
chr17	18354559	18363162	WC->WW	2	ERR2265700.mdup	filt-walker
chr17	31845001	31851017	WW->WC	2	ERR2265700.mdup	filt-walker
chrX	94854829	94862711	WC->WW	2	ERR2265700.mdup	filt-walker
chrX	152045254	152071658	WW->WC	2	ERR2265700.mdup	filt-walker
chr1	22104319	22118172	WC->WW	2	ERR2265701.mdup	filt-walker
chr1	75172810	75183055	WW->WC	2	ERR2265701.mdup	filt-walker
chr1	232542628	232550079	WC->WW	2	ERR2265701.mdup	filt-walker
chr2	34821523	34833739	WC->CC	2	ERR2265701.mdup	filt-walker
chr2	101710421	101719199	CC->WC	2	ERR2265701.mdup	filt-walker
chr2	120394836	120396554	WC->CC	2	ERR2265701.mdup	filt-walker
chr3	82435535	82442297	WC->CC	2	ERR2265701.mdup	filt-walker
chr3	193780110	193780688	CC->WC	2	ERR2265701.mdup	filt-walker
chr4	49157484	49158778	WC->CC	2	ERR2265701.mdup	filt-walker
chr5	28156946	28164696	WW->WC	2	ERR2265701.mdup	filt-walker
chr6	53152665	53156375	WC->WW	2	ERR2265701.mdup	filt-walker
chr7	144374614	144378706	WC->WW	2	ERR2265701.mdup	filt-walker
chr8	7348441	7349121	WW->WC	2	ERR2265701.mdup	filt-walker
chr8	12177411	12324679	WC->WW	2	ERR2265701.mdup	filt-walker
chr8	22377367	22379356	WW->WC	2	ERR2265701.mdup	filt-walker
chr8	84182582	84186527	WC->WW	2	ERR2265701.mdup	filt-walker
chr9	42792787	42815710	WC->CC	2	ERR2265701.mdup	filt-walker
chr9	86402829	86402938	CC->WC	2	ERR2265701.mdup	filt-walker
chr10	40000000	40240000	WC->CC	2	ERR2265701.mdup	filt-240k
chr10	49071705	49072612	CC->WC	2	ERR2265701.mdup	filt-walker
chr12	118072090	118073618	WC->WW	2	ERR2265701.mdup	filt-walker
chr13	40627857	40633171	WC->CC	2	ERR2265701.mdup	filt-walker
chr18	60360222	60360614	CC->WC	2	ERR2265701.mdup	filt-walker
chr19	2313755	2368654	WW->WC	2	ERR2265701.mdup	filt-walker
chr1	166394025	166407707	WW->WC	2	ERR2265702.mdup	filt-walker
chr2	152597615	152631782	WC->CC	2	ERR2265702.mdup	filt-walker
chr2	214543940	214547784	CC->WC	2	ERR2265702.mdup	filt-walker
chr3	168840000	169040000	WW->WC	2	ERR2265702.mdup	filt-200k
chr4	55393622	55438399	WW->WC	2	ERR2265702.mdup	filt-walker
chr6	27775392	27846244	WC->WW	2	ERR2265702.mdup	filt-walker
chr6	43553627	43684356	WW->WC	2	ERR2265702.mdup	filt-walker
chr7	80314042	80317357	CC->WC	2	ERR2265702.mdup	filt-walker
chr7	99918378	99926008	WC->CC	2	ERR2265702.mdup	filt-walker
chr7	128108223	128109696	CC->WC	2	ERR2265702.mdup	filt-walker
chr8	13343027	13364994	WW->WC	2	ERR2265702.mdup	filt-walker
chr8	99486717	99582290	WC->WW	2	ERR2265702.mdup	filt-walker
chr8	127685338	127713216	WW->WC	2	ERR2265702.mdup	filt-walker
chr9	127950276	127972082	WC->WW	2	ERR2265702.mdup	filt-walker
chr11	20112852	20161397	WC->WW	2	ERR2265702.mdup	filt-walker
chr13	20055276	20071724	WC->WW	2	ERR2265702.mdup	filt-walker
chr17	10503689	10534318	CC->WC	2	ERR2265702.mdup	filt-walker
chr17	46400000	46600000	WC->CC	2	ERR2265702.mdup	filt-200k
chr18	59132451	59132662	WC->WW	2	ERR2265702.mdup	filt-walker
chr19	14208314	14229659	WC->CC	2	ERR2265702.mdup	filt-walker
chr19	41242207	41275627	CC->WC	2	ERR2265702.mdup	filt-walker
chr22	34720000	34920000	WC->WW	2	ERR2265702.mdup	filt-200k
chrX	32876149	32966725	CC->WC	2	ERR2265702.mdup	filt-walker
chrX	125287772	125317157	WC->WW	2	ERR2265702.mdup	filt-walker
chrX	146556177	146567462	WW->WC	2	ERR2265702.mdup	filt-walker
chr1	66880942	66913674	CC->WC	2	ERR2265703.mdup	filt-walker
chr1	116710367	116729097	WC->WW	2	ERR2265703.mdup	filt-walker
chr1	118005183	118008077	WW->WC	2	ERR2265703.mdup	filt-walker
chr1	205236700	205240411	WC->CC	2	ERR2265703.mdup	filt-walker
chr2	30447503	30451369	WW->WC	2	ERR2265703.mdup	filt-walker
chr3	70351604	70383784	WW->WC	2	ERR2265703.mdup	filt-walker
chr4	49711513	50051655	WC->CC	2	ERR2265703.mdup	filt-walker
chr5	35361892	35424269	CC->WC	2	ERR2265703.mdup	filt-walker
chr5	55029843	55065255	WC->WW	2	ERR2265703.mdup	filt-walker
chr6	25190024	25209642	CC->WC	2	ERR2265703.mdup	filt-walker
chr7	29937503	29943948	WW->WC	2	ERR2265703.mdup	filt-walker
chr7	116344108	116390530	WC->CC	2	ERR2265703.mdup	filt-walker
chr8	8236687	8251139	WW->WC	2	ERR2265703.mdup	filt-walker
chr8	12570235	12572423	WC->WW	2	ERR2265703.mdup	filt-walker
chr10	23607445	23628830	WC->WW	2	ERR2265703.mdup	filt-walker
chr10	41860972	41865882	WW->WC	2	ERR2265703.mdup	filt-walker
chr10	91015102	91041088	WC->WW	2	ERR2265703.mdup	filt-walker
chr13	101360000	101560000	CC->WC	2	ERR2265703.mdup	filt-200k
chr14	19909098	19911307	WC->WW	2	ERR2265703.mdup	filt-walker
chr14	45248757	45293468	WW->WC	2	ERR2265703.mdup	filt-walker
chr14	75784826	75808734	WC->CC	2	ERR2265703.mdup	filt-walker
chr17	35707990	35726130	WW->WC	2	ERR2265703.mdup	filt-walker
chr17	43208470	43223912	WC->WW	2	ERR2265703.mdup	filt-walker
chr17	78666182	78686183	WW->WC	2	ERR2265703.mdup	filt-walker
chr1	155138424	155144898	CC->WC	2	ERR2265704.mdup	filt-walker
chr1	161155250	161157689	WC->WW	2	ERR2265704.mdup	filt-walker
chr1	204145460	204150316	WW->WC	2	ERR2265704.mdup	filt-walker
chr4	24680530	24682932	WC->WW	2	ERR2265704.mdup	filt-walker
chr4	38187425	38225438	WW->WC	2	ERR2265704.mdup	filt-walker
chr5	103184214	103213302	WC->CC	2	ERR2265704.mdup	filt-walker
chr5	129229364	129243340	CC->WC	2	ERR2265704.mdup	filt-walker
chr6	33864467	33867781	WC->WW	2	ERR2265704.mdup	filt-walker
chr6	95477657	95489478	WW->WC	2	ERR2265704.mdup	filt-walker
chr6	155764127	155778444	WC->CC	2	ERR2265704.mdup	filt-walker
chr7	7138879	7139074	WW->WC	2	ERR2265704.mdup	filt-walker
chr7	18498925	18501907	WC->WW	2	ERR2265704.mdup	filt-walker
chr7	29769853	29775580	WW->WC	2	ERR2265704.mdup	filt-walker
chr7	74004301	74006640	WC->CC	2	ERR2265704.mdup	filt-walker
chr7	91443000	91448570	CC->WC	2	ERR2265704.mdup	filt-walker
chr7	98780538	98788218	WC->WW	2	ERR2265704.mdup	filt-walker
chr8	136311487	136326880	WC->CC	2	ERR2265704.mdup	filt-walker
chr9	69647388	69657500	WW->WC	2	ERR2265704.mdup	filt-walker
chr12	19784125	19797727	WC->WW	2	ERR2265704.mdup	filt-walker
chr12	28360167	28378110	WW->WC	2	ERR2265704.mdup	filt-walker
chr12	71332065	71337773	WC->WW	2	ERR2265704.mdup	filt-walker
chr12	127634884	127642276	WW->WC	2	ERR2265704.mdup	filt-walker
chr13	106491507	106494853	WC->CC	2	ERR2265704.mdup	filt-walker
chr15	63112652	63113272	WW->WC	2	ERR2265704.mdup	filt-walker
chr17	37864538	37871109	WC->WW	2	ERR2265704.mdup	filt-walker
chr17	46218801	46228782	WW->WC	2	ERR2265704.mdup	filt-walker
chr18	58040000	58240000	WC->CC	2	ERR2265704.mdup	filt-200k
chr19	16322683	16330822	WC->CC	2	ERR2265704.mdup	filt-walker
chr20	3283125	3291770	WW->WC	2	ERR2265704.mdup	filt-walker
chrX	13627846	13627959	WC->WW	2	ERR2265704.mdup	filt-walker
chrX	97599717	97610545	WW->WC	2	ERR2265704.mdup	filt-walker
chrX	112865533	112867346	WC->CC	2	ERR2265704.mdup	filt-walker
chrX	144836839	144890886	CC->WC	2	ERR2265704.mdup	filt-walker
chr1	199616539	199627292	WC->CC	2	ERR2265705.mdup	filt-walker
chr1	231647453	231651050	CC->WC	2	ERR2265705.mdup	filt-walker
chr2	151349825	151382453	CC->WC	2	ERR2265705.mdup	filt-walker
chr3	118207000	118218317	CC->WC	2	ERR2265705.mdup	filt-walker
chr4	12629961	12642034	CC->WC	2	ERR2265705.mdup	filt-walker
chr4	128857151	128860810	WC->CC	2	ERR2265705.mdup	filt-walker
chr5	42617187	42626193	CC->WC	2	ERR2265705.mdup	filt-walker
chr6	80462549	80510823	WW->WC	2	ERR2265705.mdup	filt-walker
chr6	144808636	144824771	WC->WW	2	ERR2265705.mdup	filt-walker
chr8	7615925	7768416	CC->WC	2	ERR2265705.mdup	filt-walker
chr8	12581940	12594682	WC->CC	2	ERR2265705.mdup	filt-walker
chr11	53920000	54120000	WC->WW	2	ERR2265705.mdup	filt-200k
chr12	105000000	105200000	WW->WC	2	ERR2265705.mdup	filt-200k
chr13	31836265	31841399	WC->WW	2	ERR2265705.mdup	filt-walker
chr13	66928606	66949740	WW->WC	2	ERR2265705.mdup	filt-walker
chr15	60443157	60454792	CC->WC	2	ERR2265705.mdup	filt-walker
chr16	46465674	46483385	WC->WW	2	ERR2265705.mdup	filt-walker
chr16	47404130	47407911	WW->WC	2	ERR2265705.mdup	filt-walker
chr17	59640000	59840000	WW->WC	2	ERR2265705.mdup	filt-200k
chr17	80150301	80161341	WC->CC	2	ERR2265705.mdup	filt-walker
chr18	74432702	74448181	WC->WW	2	ERR2265705.mdup	filt-walker
chr19	29915413	29927959	CC->WC	2	ERR2265705.mdup	filt-walker
chrX	24234813	24247467	WC->WW	2	ERR2265705.mdup	filt-walker
chr1	8361477	8362541	CC->WC	2	ERR2265706.mdup	filt-walker
chr1	98588063	98600731	WC->WW	2	ERR2265706.mdup	filt-walker
chr2	14407364	14418357	WC->CC	2	ERR2265706.mdup	filt-walker
chr2	82165270	82168937	CC->WC	2	ERR2265706.mdup	filt-walker
chr2	130989083	130989106	WC->WW	2	ERR2265706.mdup	filt-walker
chr2	175973195	175981683	WW->WC	2	ERR2265706.mdup	filt-walker
